regulator,target,lfc_Rest,lfc_Stim48,se_Rest,se_Stim48
AHR,CDK5RAP3,-0.1483815257520367,0.1279258502904103,0.0510133389426831,0.0499328289582625
AHR,PSMD11,0.1995582685799851,-0.1544535734280781,0.076020976010083,0.0605777591556959
AHR,EFTUD2,0.1824212031238287,-0.1292827042224946,0.0698660004280741,0.0493841645863622
AHR,HSPA8,0.3129175779461572,-0.271474195658701,0.0747443301708394,0.0872274216603084
AHR,CHORDC1,0.3961933703903347,-0.3134332434863995,0.0894833874099719,0.0848610754586431
AHR,ATP5F1B,0.1520361767767092,-0.1093434358550809,0.0563071112379809,0.0381443658109095
AHR,DDX55,0.2387439007709999,-0.1870308757591327,0.0776721240770391,0.0740857114817216
AHR,RAB5B,-0.1734359729326634,0.2200770866847067,0.0678948080248305,0.064295899634084
AHR,ING4,-0.5146087333006523,0.2896048847960955,0.1276842746146704,0.1152831942221747
AHR,KCTD20,0.1263423956270987,-0.1261630075243567,0.0535868808253562,0.0433770819177104
AHR,NPHP3,-0.2557960984653808,0.3587825967906142,0.1155976703073708,0.085278465285727
AHR,ABTB1,-0.5710617868438277,0.5015348974496884,0.1590652943379074,0.1822405844957925
AHR,EIF4G1,0.2840566942995651,-0.2603000086606538,0.0795460071763004,0.0561325429444716
AHR,ACVR1,-0.3597868344265943,0.3795359344649245,0.0911481361225948,0.0883117650609325
AHR,PECR,-0.2273043180774144,0.2524335201218968,0.0868517726848129,0.0707549329921894
AHR,HPCAL1,-0.3164711929545907,0.2464670924094314,0.1116512295243992,0.0998016973588705
AHR,ICMT,0.1774574706833648,-0.1737955387488127,0.0776673717956708,0.0720625460609221
AHR,IVNS1ABP,0.4413488164642515,-0.298633129800773,0.1039080749650482,0.0968747350612662
AHR,UCHL5,0.209602336991529,-0.1605454646844393,0.0851632366783329,0.0605656695860567
AHR,KLF12,-0.4149901877629512,0.2669997759612727,0.1002154089632781,0.1025983698059307
AHR,NPC2,-0.2422695675922168,0.2362431191287747,0.1016368129482658,0.0789622647210494
AHR,YIPF4,-0.1235231397760234,0.1130460843736665,0.0498380809019935,0.0432785361301278
AHR,TCP1,0.3552937586172301,-0.2064170588969362,0.1157161374295452,0.064295124344669
AHR,HSPH1,0.3968655707210495,-0.2463239258788162,0.1212332753505783,0.0883982013248034
AHR,WASHC3,-0.2543208196224492,0.2392870543892921,0.0503123043194917,0.0689620339969959
AHR,NLN,0.5279701052635993,-0.2621487727868309,0.1921553324757615,0.1052395728153698
AHR,OPTN,-0.1814128915248182,0.2254321300111059,0.0637371467294955,0.0782723368324631
AHR,CSE1L,0.2210240478511803,-0.1972513028704393,0.0950180199519923,0.0568690354425505
AHR,SNRPC,0.1618077771761493,-0.1003865090924704,0.0594411191338238,0.0388753224858916
AHR,GOT2,0.2900720821097903,-0.1661972586103172,0.0938138508962661,0.0583293884944874
AHR,MSTO1,0.2410372208582712,-0.2905386189613473,0.0965512980115973,0.089118416722828
AHR,SNRPB2,0.1307069658851652,-0.1961838918219942,0.0527138050471913,0.0480288884708357
AHR,NCLN,0.3193348574586752,-0.2277543909121277,0.0803248961715882,0.0699763134010135
AHR,ZNF436,-0.3304400072281829,0.3207613784821257,0.119643087487342,0.1041645889112538
AHR,ERGIC3,-0.1659077438761491,0.1076195513462376,0.0616243783133237,0.0439968345680655
AHR,UXT,-0.1252808507585974,0.1626163581619066,0.0466859109548255,0.0378765740515957
AHR,EMC1,0.2011776362224871,-0.2375788000951352,0.0841020612368176,0.0866821882338437
AHR,SDF2L1,0.3421523910766063,-0.3118229935617739,0.0970144041483895,0.0779443533604728
AHR,SGO1,0.269801449909972,-0.1566847407776065,0.1201197317793255,0.0570159831175577
AHR,TOMM40,0.4267512081289371,-0.2871137674408482,0.1477638604127271,0.0941986299798009
AHR,ADRM1,0.1986797156500423,-0.1555054529121743,0.0621234204097548,0.0533432156203826
AHR,GMFG,-0.1676388495439162,0.1789149340070522,0.0423733682147978,0.0653540247289525
AHR,DKC1,0.3946351113115915,-0.1910569366500349,0.116564989665762,0.0727997894735831
AHR,KIF3A,0.4834494568564803,-0.3730103467332816,0.1719718037242737,0.1266825664025611
AHR,TRIM5,-0.3252901371095335,0.2502586452333848,0.0940099088864719,0.1032835323781741
AHR,IMMT,0.1509235060936726,-0.0754558236667238,0.0557833049121798,0.0312280863939968
AHR,ERAL1,0.2099200628182789,-0.1616723861068893,0.0792937967274696,0.0526996856557012
AHR,NIP7,0.2561943102846796,-0.2080741473315922,0.0722189018952649,0.0783543712546331
AHR,MKRN1,-0.3063309676407073,0.3443416887043964,0.0832767203253237,0.0672752645106016
AHR,CCDC59,0.2397808981763927,-0.2142444062577614,0.0664317649999749,0.0697820280870645
AHR,TMEM241,0.5003857320181366,-0.2770622610918864,0.1712704249616731,0.1125960704793924
AHR,TIMM10,0.2868710639410612,-0.1806668916273875,0.0894847005538441,0.062354330060085
AHR,TESPA1,-0.3295716501420906,0.2193657333828226,0.0953446986673332,0.0851529079086905
AHR,PAN2,-0.3613809535419174,0.2610810880673188,0.1123541513343475,0.0891917629930282
AHR,DHX9,0.1671959414288612,-0.1593189716146315,0.059227605261226,0.0496751896488386
AHR,TOR1A,0.2139416031826604,-0.1601196432714625,0.0585038176258764,0.0589684914933605
AHR,DUSP6,1.58037547409462,-0.4472159765164497,0.3883527655670242,0.1169289717677222
AHR,RITA1,0.17042735763095,-0.2029152239530934,0.0749037106813693,0.0776348829875593
AHR,NIPA2,0.1655748669076039,-0.207371859417104,0.0627728418254822,0.0786494971833359
AHR,SERF2,-0.2390935991987294,0.1977376331980609,0.0600495440094698,0.0557106205414895
AHR,MFGE8,-0.4483015694933479,0.3945536924928841,0.1295209674666465,0.1480575702478673
AHR,CISD2,0.1507060316184165,-0.1374664147625754,0.0663552595030568,0.0496461788729012
AHR,NOM1,0.2425987830126164,-0.2303706291872655,0.0982355865764261,0.0802660640615346
AHR,DIAPH2,-0.2236297271542361,0.2081204201217188,0.0956417535392513,0.0816247020364308
AHR,PRPS1,0.1439151031161178,-0.1608162798987146,0.0597258312552548,0.0555148571137578
AHR,MTDH,0.1306998971538714,-0.1906339548310288,0.05081227795857,0.0535113738835172
AHR,DLAT,0.2051528119327096,-0.2599541628625543,0.089397167462979,0.0671678394802768
AHR,TEX30,0.3301602949877338,-0.2513948250694253,0.113608051195187,0.0858333637315168
AHR,CDC123,0.2174770585227132,-0.1543417226848101,0.0721178614744772,0.0576673621075333
AHR,CAMK4,-0.2628993843795476,0.3377894473251516,0.0960225971593655,0.1054042551713981
AHR,HNRNPU,0.1964596371494626,-0.106949367367465,0.0480759520854769,0.033519015263672
AHR,CYRIB,0.1350710677170299,-0.1229415460897382,0.0469107046757846,0.0473433288535473
AHR,SUPV3L1,0.1580313694630068,-0.3446645364025944,0.0712364834928106,0.0665946776214556
AHR,RER1,0.1409888929286025,-0.1063040431145045,0.0433765943113482,0.0388293745851392
AHR,EIF5B,0.2369488895750431,-0.1427259044970434,0.065652068323544,0.0576416979568075
AHR,CCAR2,0.117949720211398,-0.1399910367100269,0.0427149244881579,0.055630417371498
AHR,ITGA5,-0.411547689312675,0.5206069543661397,0.1520626620986812,0.1641026761518232
AHR,MED11,-0.190796127559086,0.1936514329801056,0.0733937931664016,0.0767961985316973
AHR,SENP3,0.3049246272934971,-0.2319908682089156,0.0764207010035718,0.0731485463996946
AHR,SPSB3,-0.2085843709034645,0.2614149844713753,0.0825819896758748,0.1025683183630123
AHR,FUBP1,0.1792793006720862,-0.0967911857458306,0.049791970334941,0.0378321895201817
AHR,ZMYM6,-0.3366121158599179,0.2551227395321704,0.111976340694012,0.1054166294338476
AHR,UBXN7,-0.1648215462553078,0.1960752998755777,0.0684227492101676,0.0577517529658089
AHR,MAD2L1,0.2863988656698614,-0.1089509603069403,0.1122524015013829,0.0363968190158878
AHR,SFXN1,0.3120921441682829,-0.1248908966536797,0.0836778088716776,0.0431653986566339
AHR,TAGAP,-0.3577612225901116,0.6618996862788346,0.1034060543095504,0.1685429709862258
AHR,SLC25A32,0.3551768437063428,-0.2547704206711837,0.0926268205762569,0.0826528360514597
AHR,STOML2,0.2061815007018689,-0.1921841663434884,0.0827651850655185,0.0580837625532683
AHR,DDIAS,0.309077221663683,-0.3151675678104248,0.136103582512725,0.0870897046513325
AHR,IDH3A,0.2401808787932479,-0.2688621517968547,0.1024743432884459,0.0757172517727293
AHR,SAAL1,0.3442110356394661,-0.1835723348237735,0.1126018499605019,0.0695744235327692
AHR,LENG8,-0.1409095399506108,0.2201892342631787,0.0563727687700805,0.0487954772214652
AHR,PCMTD1,-0.4286138369404139,0.2240525278492103,0.0993915435478229,0.0761640122725728
AHR,STIP1,0.2790251977428974,-0.1937198970489866,0.0897131088396946,0.0621943821471728
AHR,THBS3,-0.4231250853423385,0.4275697203675414,0.1650457244804502,0.1261518513611959
AHR,GABARAP,-0.1515670085872532,0.1846061896791486,0.0621650337366454,0.0699553392321113
AHR,STAT2,-0.2215989686166595,0.221314984508321,0.0984042204380795,0.0828768284247956
AHR,HSPA4,0.3515823863526702,-0.1734500386263147,0.0847890047202615,0.0715034023243729
AHR,HCFC1,0.1614663816057284,-0.1194397269456526,0.0611570415450606,0.037788738593664
AHR,NAA20,0.2069394469382065,-0.1635184243819184,0.0628167773153719,0.0560840214796961
AHR,PSMD1,0.2421550345380997,-0.1571665522060439,0.0759813421412413,0.0523856244560734
AHR,STAT5B,-0.1298111007261743,0.2433405691205925,0.0587849431853606,0.0702499058768086
AHR,ATP2A2,0.3140923025454219,-0.1829354219806506,0.0866440961388134,0.0512913643822149
AHR,PUS1,0.2334151557465762,-0.3005141149708824,0.0943687948624714,0.1001989494899656
AHR,ANXA2R,-0.3638940185427319,0.6629788753035669,0.1081046156521588,0.2049237616628953
AHR,DCTPP1,0.2551749649054573,-0.3221481579270725,0.1140104483608402,0.0815039220777961
AHR,PCGF5,-0.2802904146537387,0.191176838168004,0.0806821395213122,0.0606731523966312
AHR,TTC3,-0.1857437443645482,0.138403898096926,0.0824456892862588,0.0500008736292282
AHR,SF3A3,0.1765384457646051,-0.1770535658088234,0.0725135864830458,0.0549701398248952
AHR,CMSS1,0.3481166280741847,-0.1996471035791252,0.1563417932986391,0.0801432577222592
AHR,IRF7,-0.2512044293300363,0.4102574154056113,0.1137600107632856,0.1430840811328974
AHR,C16orf54,-0.2312512949459638,0.4354239824693299,0.0931008458618159,0.1498104850836569
AHR,HSPA14,0.2651229376870738,-0.1511529209251708,0.0885995992150373,0.0576982295237006
AHR,ZC3H6,-0.3218062439577887,0.2157409193190415,0.1318744300532778,0.0842044265604727
AHR,SBK1,-0.7162076059716362,0.7246064573580289,0.1544718918362982,0.2859486201248507
AHR,SYNGAP1,-0.3749907954079859,0.3090956809785408,0.1293902567866825,0.1193168796196554
AHR,ATAD3A,0.3770657805559302,-0.3923454745303191,0.1251285955753589,0.0934959492561815
AHR,FCHSD1,-0.4763449267104575,0.5309381727485887,0.1687326752199578,0.1360529005043134
AHR,MAK16,0.3134702602536093,-0.2491927519669704,0.106998383956451,0.1033601955582645
AHR,LTN1,0.1477058646473919,-0.1709846495984199,0.0578901443083619,0.0552346226981122
AHR,TOP1,0.1526401873785874,-0.1265457838588111,0.0551635103121545,0.0412212467621059
AHR,TMX2,0.1878521023422969,-0.1466747741820587,0.0604845261416812,0.056857800567064
AHR,LBH,-0.2888726302970439,0.4274346694832521,0.1227158696955719,0.1467223396578711
AHR,TAPBP,-0.1496182105864307,0.167729415366201,0.0614706993206475,0.0644384107406188
AHR,ARFGAP3,-0.2073105762303385,0.1757007547930341,0.0801786668129212,0.0664156084577511
AHR,ATXN7L3B,-0.1499094481069905,0.1550424740026935,0.0672940111529175,0.0591576565848473
ALG8,DRAP1,-0.1700229151458433,0.160303806743666,0.0473495237146425,0.0531706133077239
ALKBH2,PTGER2,0.3515668640683536,-0.5902952218310592,0.1141595442970618,0.1709332129245844
ANKRD49,LIG1,-0.4891332905167302,0.312359250339367,0.1618650968967564,0.109046121274457
ARHGAP30,BLTP2,0.1297909726632587,-0.171432534605859,0.0480479989594978,0.0468843888188229
ARHGAP30,CLK1,-0.1432136839919205,0.326081794727286,0.0569156534409693,0.0797837625680406
ARHGAP30,TACC3,0.2476979179669875,-0.1345025422157603,0.1002208131616322,0.0527904771216007
ARHGAP30,FUT8,0.1631088381834239,-0.249293469055761,0.0710261344650527,0.0890995125811349
ARHGAP30,CUL3,0.0992420730925213,-0.1248090622631112,0.0379990438773397,0.0386084359336511
ARHGAP30,AP1M1,0.0821148173383135,-0.1250292720866112,0.035884338569552,0.0427795247866423
ARHGAP30,TOP2B,0.1481337514965129,-0.1692016420449762,0.0632632353562973,0.0564199529658494
ARHGAP30,IFT25,0.1455388892335041,-0.1402409472269463,0.0526630081184678,0.0493276757370562
ARHGAP30,CHMP2B,-0.1431269753643341,0.131587390565029,0.0549984604953645,0.0517778893337523
ARHGAP30,PPP1R15A,-0.3026704329547591,0.7004715442987646,0.1242685146973271,0.142732213509917
ARHGAP30,NECAP1,-0.2193133105442353,0.2005602955498649,0.0882590097812899,0.0697456722149482
ARHGAP30,USP48,0.0926820777841254,-0.1212833981093632,0.0405648508797625,0.0410173444715062
ARHGAP30,FBXL19,0.194846667327183,-0.2755491523911302,0.081504478212447,0.0667314513548849
ARHGAP30,IL2RB,0.3950936534171927,-0.2608109731258785,0.1365034102166726,0.0768077178553596
ARHGAP30,PGK1,0.23643062109746,-0.1598572589441899,0.0677638565453994,0.0540579795774464
ARHGAP30,ASF1B,0.3199076937169612,-0.2285132676429832,0.1148176177723161,0.0622695253767993
ARHGAP30,TAX1BP1,-0.1873985501786098,0.1987659800565951,0.0557722960242778,0.0597682062088347
ARHGAP30,TNFSF8,-0.5723342004034304,0.4116759961875703,0.127961046451314,0.1545570869781281
ARHGAP30,ICAM2,-0.2421837087957957,0.2055636801811854,0.1008053053988915,0.0723899769896233
ARHGAP30,CHIC2,-0.2045660702830778,0.3131448125893212,0.0702838025236616,0.0735885400516755
ARHGAP30,NFKB1,-0.1776229057658842,0.145290630235036,0.0622757868751142,0.0535583519160798
ARHGAP30,PPP2R5D,0.1362893697029489,-0.114995513739506,0.0404749141438207,0.0409751505082171
ARHGAP30,LMNB1,0.2903941376797008,-0.1352252802296887,0.10072943635369,0.0484648422720525
ARHGAP30,MACROH2A1,0.1247254687673758,-0.1595985914841927,0.0472341290529489,0.0444027413954387
ARHGAP30,HDAC1,0.1551749773190013,-0.1544574463647046,0.0416802448424896,0.0400258649358097
ARHGAP30,NDUFB3,0.1357430294647607,-0.140028160926961,0.0387399780817097,0.0323074887807272
ARHGAP30,YPEL5,-0.3210644188347847,0.2803341738938606,0.109602506776802,0.0994588530162169
ARHGAP30,YIPF4,-0.1055833267556617,0.1715985433294124,0.0458396410290186,0.0368991991171873
ARHGAP30,TNFRSF10B,-0.460547673209488,0.3817252882815415,0.1233706906147238,0.1013881242888276
ARHGAP30,CDK2,0.3228483835755828,-0.1286796753645477,0.1007980184300851,0.0510845256611684
ARHGAP30,KLHDC3,0.1235819030226774,-0.1587652407033519,0.0450027745767687,0.0424541045852049
ARHGAP30,BBS2,-0.496187024047591,0.2760381297934747,0.140164745885733,0.1026994047388822
ARHGAP30,TMTC4,0.2767989860699263,-0.3444121273208474,0.119849693978502,0.140781935602504
ARHGAP30,MCM8,0.3104687032773892,-0.1255532391017685,0.0974679868757107,0.0482096604807394
ARHGAP30,YWHAH,0.232531351269111,-0.1601705563673364,0.0729080615691514,0.0617382544194457
ARHGAP30,UBE2G1,0.1084527540242513,-0.1281873029194534,0.0437826582526475,0.0508865557616698
ARHGAP30,BTG1,-0.4169814355544279,0.2411817632604831,0.1137330305176881,0.0992123469619315
ARHGAP30,TMEM106C,0.2506654666820997,-0.1281164208331671,0.105752976844166,0.0459809622426901
ARHGAP30,IL2RA,0.6711876440119077,-0.2685485344807682,0.2195742967913855,0.0753298195892191
ARHGAP30,EIF4E2,0.1156220528942008,-0.1327485826674629,0.0369855221057709,0.0424038372545388
ARHGAP30,WASHC4,-0.1339476253744993,0.1046131562773745,0.0499244164210764,0.0415262371468729
ARHGAP30,GOLGA1,-0.2981069075103032,0.1880310044975229,0.0940874336395157,0.0678489295360226
ARHGAP30,PPP2R1B,0.1413594769971685,-0.1339910502696632,0.0586737724688507,0.0396869386037638
ARHGAP30,MAP1LC3B,-0.2166880566610901,0.2977613676246689,0.0626597648516407,0.0722993534777771
ARHGAP30,ITGB3BP,0.23009232064768,-0.1007223496303001,0.0859750827234855,0.0393454278227391
ARHGAP30,POGZ,-0.1584307228105265,0.1589386059750465,0.0662869687249029,0.0486635266366595
ARHGAP30,ZCCHC7,-0.2259745541689393,0.1617667760888927,0.0704152675307963,0.0543683353636035
ARHGAP30,DSN1,0.2132950069379802,-0.2203514840678028,0.0924104349125046,0.061773589104356
ARHGAP30,MIA2,-0.2429313911192961,0.2456192599817194,0.074522920704229,0.0762133043041787
ARHGAP30,NCAPD3,0.2681951211397532,-0.1107696127068521,0.088139988212736,0.0410812929167114
ARHGAP30,JMY,-0.5221688618040684,0.483921176245611,0.1415287652384797,0.1694907138791461
ARHGAP30,RECQL4,0.3818726968735523,-0.2559009579822595,0.1271034607934918,0.0847924027777134
ARHGAP30,ANKZF1,-0.2209923670469806,0.1384288885317567,0.0818325338772277,0.0573392933458069
ARHGAP30,PIGX,0.1717501815911852,-0.2291666271926262,0.0567923846672439,0.0481809458897678
ARHGAP30,CHAF1A,0.3216465860956655,-0.1836145418218619,0.0937667463387987,0.05727104277667
ARHGAP30,SLC3A2,-0.2028510641615259,0.2382927554733261,0.0719865060741669,0.072538563546461
ARHGAP30,ZBTB49,-0.3500343270909892,0.4073793330467203,0.1345129000205956,0.1248296936623904
ARHGAP30,HINT1,0.0808676618740221,-0.0656118400174338,0.0323253496052441,0.0246807485868955
ARHGAP30,TMEM42,-0.365020010008366,0.2727076295254631,0.1293363162723491,0.087389974903846
ARHGAP30,THOP1,0.3200355781935281,-0.1541491897288728,0.0936747053216929,0.0456319509083059
ARHGAP30,CFL1,0.106681977143805,-0.0948157659712278,0.0432678394531227,0.0343755891288925
ARHGAP30,CLK3,-0.1804707135197632,0.1329223028868686,0.0744336108403939,0.0532008417596908
ARHGAP30,KLHL28,-0.2453149878955292,0.2256202200241653,0.0973585040518783,0.0807069208920462
ARHGAP30,CNOT10,-0.1661799443909205,0.1207766016675843,0.0617816376958443,0.0483169786358709
ARHGAP30,UBE2L3,0.1485126615770782,-0.1514346206258988,0.044116851863701,0.0464641540158173
ARHGAP30,INSIG1,0.3501035434001276,-0.294637508260037,0.1407814253521301,0.1184040074632317
ARHGAP30,ZC3H6,-0.361455829959215,0.2218900978338151,0.1205285639088922,0.0719331666724159
ARHGAP30,C15orf61,-0.2777189950495898,0.2601621942510458,0.1099654894361039,0.0895288371846493
ARHGAP30,MIER1,-0.1131061575373261,0.0993132945511386,0.0366001919137544,0.0369645811372941
ARHGAP30,IRF9,-0.1664198045670157,0.1836359847572722,0.0627408308858872,0.0711165863558065
ARHGAP30,AP5Z1,-0.1343244429304407,0.1796139414231323,0.0580774221375027,0.0725712586842299
ARIH1,DUSP6,2.3758785287357616,-0.3749575505938997,0.4183438726132508,0.1257388975386403
ARIH1,SLC37A3,-0.5629377711891405,0.4410386856702733,0.1654035486803069,0.1372820035088483
ARIH1,SARNP,-0.3073081053604171,0.2173552294702037,0.0986516329803052,0.0703413593787231
ARNT,METTL13,0.1417108333822109,-0.2498478981505575,0.0618428375528823,0.0669491745393616
ARNT,PTBP1,0.2071161987741234,-0.1185997871864538,0.0737518131417937,0.0524174003995488
ARNT,ZBTB32,1.0205170027233166,-0.3121632850013152,0.3009220045455694,0.1153235129578122
ARNT,CCDC88C,-0.1216088595881417,0.1735515184979822,0.047361368461443,0.0696832197524258
ARNT,RB1CC1,-0.2517421933311575,0.1985999487308761,0.075150531641852,0.0692101346218108
ARNT,UBR2,-0.2473070215740478,0.2725515392813118,0.0675321836807503,0.0536812823152538
ARNT,CELF2,0.1246413724489783,-0.1191135241291111,0.0407937585561952,0.0411609512050248
ARNT,PARP12,-0.2565602609887319,0.2904452054659228,0.0820636628793932,0.1094358719680978
ARNT,GPBP1,-0.1598466275430803,0.1860884570949246,0.0521148054141079,0.0380523934255547
ARNT,RNF4,0.1901711088623595,-0.176145619593373,0.0419352189808927,0.0426778010030037
ARNT,DGKA,-0.2177020896408845,0.1649987126310647,0.0788541529848788,0.0666989275982331
ARNT,ASB1,0.2852468265861466,-0.2671076247986018,0.1231638622597388,0.09441048574857
ARNT,PFKP,0.2731443810286816,-0.777673068532795,0.0892380775652716,0.0491631962441976
ARNT,PKM,0.2894626487919044,-0.500029934983336,0.1188526561152915,0.0522167296466578
ARNT,KIF2A,0.1800398916195916,-0.2801019161059186,0.0626005907047667,0.0585548721607884
ARNT,NUP37,0.1849371372127586,-0.1180126119997351,0.0776950224068102,0.0532577597995409
ARNT,ARHGAP15,-0.1263803374833343,0.3450985769876258,0.0505577964488061,0.0576791431650141
ARNT,MLH1,0.1725462070294411,-0.1507916861558307,0.0749243202412401,0.0478654635525436
ARNT,VDAC3,0.1481574557578681,-0.4037323482552061,0.06225190732924,0.042794925994792
ARNT,DDX1,0.1990924307158819,-0.134591468432378,0.0694905275992255,0.0562158049060003
ARNT,CYLD,-0.1775539711332305,0.1933746352488114,0.0592653156507147,0.0617452360084394
ARNT,FUS,0.3513696912515112,-0.2793071608492808,0.0849059370999357,0.0856356456804675
ARNT,ICAM1,0.4434251549840204,-0.4815042448376931,0.1689901845308047,0.1268993897906063
ARNT,SLC26A4,1.07734690243521,-0.4761587630131849,0.4624321262009184,0.2086045074622086
ARNT,HDAC6,-0.238755835234988,0.1669823274893289,0.075918180714644,0.0746158232494488
ARNT,MSH2,0.2484955104222138,-0.1527700091690724,0.087678329799872,0.0600242732531001
ARNT,SCD,0.4466414786370231,-0.1466256250839001,0.1591068573981608,0.0657808139831101
ARNT,HNRNPM,0.1363308841493541,-0.1963313001478834,0.0574197286794296,0.0500773289066512
ARNT,JOSD1,0.1696701249353839,-0.2343959439045237,0.0573457904949499,0.0555264181462546
ARNT,HMGXB4,0.1793045285255054,-0.1361881407444037,0.0767793652702764,0.0594379413283282
ARNT,BRD1,-0.2385904017274103,0.1728759682790686,0.0547032424392795,0.0659159719355239
ARNT,EIF5,0.1529928461651861,-0.1691721959922321,0.0612893310181933,0.0720819161008962
ARNT,STK4,-0.1531864643319736,0.1735181829761105,0.0491418270148363,0.0462481820541032
ARNT,CDC25B,-0.2637179859296277,0.3184884565483956,0.0686051840639383,0.0893056100800445
