gene,n_both,n_inv,rate,decile,p_expected,p_naive,p_degree_matched,q_naive,q_degree_matched,enrichment_vs_decile,OR_logistic,p_logistic,sig,direction,logistic_uncalibrated_do_not_use
TM2D1,65,9,0.13846153846153847,1,0.03121516164994426,0.006689415878813181,0.00018495374722106182,0.019195715130507388,0.0009212790427615155,4.435714285714286,4.352428995751317,2.6367017846451445e-51,True,up,6.328084283148346e-51
SMG7,417,4,0.009592326139088728,8,0.04225694163361127,4.624046284015112e-06,0.00020521542467316108,4.3598150677856766e-05,0.0009908561693503907,0.22700000918805185,0.17575287617586324,1.8272629633291335e-104,True,down,1.205993555797228e-103
BATF,81,12,0.14814814814814814,2,0.043713163064833006,0.001041249515829233,0.00020642836861466473,0.003926998173984536,0.0009908561693503907,3.3890969621306697,4.501517205171704,6.3663970104954466e-62,True,up,1.631775544437668e-61
SIK3,165,11,0.06666666666666667,5,0.01820250284414107,0.3811932392434919,0.00024596692865449317,0.4957389909373491,0.0011501824483281888,3.6625,1.5839876264567092,1.0537533868866357e-09,True,up,1.5455049674337324e-09
ATAD5,1817,90,0.04953219592735278,9,0.0708978429511309,0.6356012787669747,0.0002483348467981317,0.7201662557703061,0.0011501824483281888,0.6986417902938848,0.6839674216952761,0.004913231450632013,True,down,0.005714066532893618
MCTS1,330,5,0.015151515151515152,7,0.05615246866206191,0.0007621749418761151,0.0002891087213289543,0.003245390075085393,0.0013159431453593782,0.26982812176434046,0.29359534677481136,2.9313879062634955e-58,True,down,7.300815162769461e-58
TMED9,199,12,0.06030150753768844,5,0.018115111213024535,0.6311070088738194,0.0003168711309845757,0.7181562514771048,0.001417864043727593,3.3287958781248013,1.3674701246510574,2.3234264688870256e-05,True,up,3.0215989546116985e-05
PTEN,296,4,0.013513513513513514,7,0.056036678553234846,0.0009454256866492542,0.0003429028238486053,0.0036704761952265166,0.0015087724249338633,0.24115479115479116,0.2674740786921463,1.9044083071507168e-69,True,down,5.237122844664471e-69
SMG9,221,1,0.004524886877828055,6,0.048046015902554556,0.00020131785474922573,0.0004147378186775082,0.0011547376395232964,0.001779622159780233,0.0941781913198649,0.0943377980833357,3.949140918263171e-227,True,down,1.3032165030268464e-225
HAPSTR1,222,1,0.0045045045045045045,6,0.048054145516074454,0.00020557829188482928,0.0004179415678271759,0.0011547376395232964,0.001779622159780233,0.09373810430148458,0.09382130802863209,3.458286525949945e-228,True,down,1.3042680612154079e-226
CASC3,389,4,0.010282776349614395,8,0.042161376302398836,1.83372986027739e-05,0.0005396343980228289,0.00013522915183451014,0.002261325096476616,0.2438909080164288,0.19136940032133867,7.25213520336716e-98,True,down,2.423498346441684e-97
NSD1,749,30,0.04005340453938585,9,0.07040070843480185,0.13976422096817206,0.0005894722401207689,0.22094463674010434,0.0024192169849694394,0.5689346802025342,0.6701163995197548,3.593334177482159e-05,True,down,4.6275132822209265e-05
CDK13,211,1,0.004739336492890996,6,0.04796487079885155,0.0002806290450780744,0.0005956405455417181,0.0014526679980512089,0.0024192169849694394,0.09880849075495628,0.09980247101712389,3.527843052838638e-216,True,down,1.0348339621660005e-214
BRPF1,207,1,0.004830917874396135,6,0.047932489451476795,0.00042887958164180694,0.0008779124780627509,0.0019533197772783656,0.0035116499122510034,0.10078587466829965,0.10215287188385205,1.3144242054879833e-211,True,down,3.470079902488276e-210
FOXN2,144,0,0.0,4,0.050882969170906914,0.001004657570124599,0.0009471547658152684,0.0038439072248245528,0.0037320725100780726,0.0,1.790585803672489e-10,9.828464101809021e-111,True,down,7.012741953723194e-110
L3MBTL2,146,0,0.0,4,0.050913447139862233,0.0006299553444391562,0.0009684802526697578,0.0027263641136383156,0.0037599821574237657,0.0,1.7853869356373018e-10,9.138426945665884e-111,True,down,6.701513093488315e-110
WDR82,407,30,0.07371007371007371,8,0.04011971204400226,0.058476186952795016,0.001457907987601289,0.10795603745131388,0.005541418665100893,1.8372533090275027,1.4610469498459666,2.240500952662125e-06,True,up,3.0024987385928984e-06
XBP1,140,0,0.0,4,0.05082212257100149,0.0009403809113172844,0.0014693155551403882,0.0036704761952265166,0.005541418665100893,0.0,1.8012504629319298e-10,1.141230988327294e-110,True,down,7.928552129431726e-110
TNPO1,289,5,0.01730103806228374,7,0.0558595241124825,0.0035292026909485973,0.0018976793167784418,0.011091779885838449,0.007056159713091671,0.30972405041341206,0.34561709984397837,6.10893467731955e-46,True,down,1.4272201370020896e-45
DDRGK1,479,8,0.016701461377870562,8,0.04214465869335286,8.633360812661939e-05,0.0029268704549358583,0.0005559042084250615,0.010731858334764815,0.3962889223849557,0.2994254675748805,1.6696020401923052e-47,True,down,3.9709453928898067e-47
ZEB1,122,0,0.0,4,0.05055010407374368,0.003277750196967336,0.003097437927079509,0.010552756731699716,0.011050319091202573,0.0,5.040413727986473e-10,6.909552638636227e-101,True,down,4.242143948617359e-100
EHMT1,122,0,0.0,4,0.05055010407374368,0.003277750196967336,0.003097437927079509,0.010552756731699716,0.011050319091202573,0.0,5.04041372815616e-10,6.909552643581304e-101,True,down,4.242143948617359e-100
CTDSPL2,127,0,0.0,4,0.05062537224538416,0.002109990307712249,0.003356982137377459,0.007164614404365662,0.011816577123568654,0.0,4.997923899494652e-10,5.6090517776567974e-101,True,down,3.6116821202473034e-100
BHLHE40,249,3,0.012048192771084338,6,0.0479347271800102,0.0015291997220020308,0.004240897663191914,0.005530256528884057,0.014731539251087701,0.25134580876698287,0.2469529109096669,2.0857301315856875e-80,True,down,6.478032408689665e-80
ATP5PO,84,10,0.11904761904761904,2,0.04476143630103296,0.012519738249447274,0.004318974892910206,0.03223383451138639,0.014807913918549276,2.659602302459445,3.464768635822173,8.0154496509140165e-44,True,up,1.8400684416011307e-43
GDAP2,199,10,0.05025125628140704,5,0.01857372162348085,1.0,0.004388613460365841,1.0,0.014853768635084386,2.7055028227557543,1.1266286020262581,0.10675069236301923,True,up,0.11597606083883572
SMARCA5,65,7,0.1076923076923077,1,0.032329988851727984,0.08364630833088568,0.004985884912550005,0.14721750266235878,0.016661691353331662,3.331034482758621,3.2623278953358925,8.342301919259655e-34,True,up,1.790542850963048e-33
WDR59,173,9,0.05202312138728324,5,0.018691588785046728,1.0,0.005585035068620285,1.0,0.01843061572644694,2.7832369942196533,1.2036042481093288,0.013299276364926095,True,up,0.015133659311812453
TP53,240,3,0.0125,6,0.04786150712830957,0.002116817892198946,0.005821888060513538,0.007164614404365662,0.018975042567599677,0.2611702127659575,0.25834072137574554,1.1687306049297619e-75,True,down,3.466796401139968e-75
