gene,n_both,n_inv,rate,decile,p_expected,enrichment_vs_decile,p_ora_pooled,p_ora_indeg_matched,p_ora_fisher,q_ora_pooled,q_ora_indeg_matched,q_ora_fisher
PNKD,13,0,0.0,5,0.05669816564758199,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PNMA1,8,0,0.0,2,0.05434647431911454,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF649,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF644,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PNPLA2,12,0,0.0,4,0.058307533539731685,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PNPLA4,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PNRC1,35,0,0.0,8,0.044685491953074336,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PNRC2,12,0,0.0,4,0.058307533539731685,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF630,10,0,0.0,3,0.05220779220779221,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF626,21,0,0.0,7,0.04532276768457673,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF671,11,0,0.0,4,0.058300012898232945,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF625,16,0,0.0,6,0.04791395045632334,0.0,1.0,1.0,1.0,1.0,1.0,1.0
POFUT1,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
POGLUT3,18,0,0.0,7,0.04530963191962129,0.0,1.0,1.0,1.0,1.0,1.0,1.0
POLD4,9,0,0.0,2,0.05435323383084577,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF607,10,0,0.0,3,0.05220779220779221,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF606,17,0,0.0,6,0.04791915679669673,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF600,13,0,0.0,5,0.05669816564758199,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF581,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PPP1R13L,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF580,13,0,0.0,5,0.05669816564758199,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF573,16,0,0.0,6,0.04791395045632334,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF571,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF57,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF695,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PPP1R21,8,0,0.0,2,0.05434647431911454,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF699,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PPP1R3E,7,0,0.0,1,0.06280566280566281,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PPP1R3F,17,0,0.0,6,0.04791915679669673,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PPP1R7,17,0,0.0,6,0.04791915679669673,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PLPBP,12,0,0.0,4,0.058307533539731685,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PLP2,8,0,0.0,2,0.05434647431911454,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF569,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PPP2R2A,7,0,0.0,1,0.06280566280566281,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PPP2R2B,10,0,0.0,3,0.05220779220779221,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PPP2R2D,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF568,18,0,0.0,7,0.04530963191962129,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PPP2R3B,12,0,0.0,4,0.058307533539731685,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PPP2R5B,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF567,7,0,0.0,1,0.06280566280566281,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PPP2R5C,19,0,0.0,7,0.04531400966183575,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PPP1R10,10,0,0.0,3,0.05220779220779221,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PPP1CB,10,0,0.0,3,0.05220779220779221,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PPME1,8,0,0.0,2,0.05434647431911454,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF582,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PPARA,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PPCDC,14,0,0.0,5,0.05670604586518416,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PPCS,8,0,0.0,2,0.05434647431911454,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PPDPF,27,0,0.0,8,0.044664427552884335,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF680,28,0,0.0,8,0.044667059516794345,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PPFIBP1,13,0,0.0,5,0.05669816564758199,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PPHLN1,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PPIB,38,0,0.0,8,0.04469339622641509,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PPID,14,0,0.0,5,0.05670604586518416,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PPIE,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PPIF,12,0,0.0,4,0.058307533539731685,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PPP2R5E,8,0,0.0,2,0.05434647431911454,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PPIG,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF595,13,0,0.0,5,0.05669816564758199,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF593,7,0,0.0,1,0.06280566280566281,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF681,11,0,0.0,4,0.058300012898232945,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF592,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF586,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF585B,18,0,0.0,7,0.04530963191962129,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF682,18,0,0.0,7,0.04530963191962129,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PPM1F,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PLPP5,20,0,0.0,7,0.04531838825007247,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF585A,20,0,0.0,7,0.04531838825007247,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PPM1N,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PPIL1,8,0,0.0,2,0.05434647431911454,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF345,7,0,0.0,1,0.06280566280566281,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PSEN1,9,0,0.0,2,0.05435323383084577,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PSEN2,7,0,0.0,1,0.06280566280566281,0.0,1.0,1.0,1.0,1.0,1.0,1.0
R3HCC1L,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZHX3,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF792,7,0,0.0,1,0.06280566280566281,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF793,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZHX2,12,0,0.0,4,0.058307533539731685,0.0,1.0,1.0,1.0,1.0,1.0,1.0
R3HDM1,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
R3HDM2,12,0,0.0,4,0.058307533539731685,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZFYVE9,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZFYVE28,25,0,0.0,8,0.044659164555470456,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RAB11A,13,0,0.0,5,0.05669816564758199,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZFYVE21,11,0,0.0,4,0.058300012898232945,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PITRM1,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RAB11B,14,0,0.0,5,0.05670604586518416,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZFYVE16,8,0,0.0,2,0.05434647431911454,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RAB11FIP2,7,0,0.0,1,0.06280566280566281,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RAB11FIP3,9,0,0.0,2,0.05435323383084577,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RAB11FIP4,19,0,0.0,7,0.04531400966183575,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PITPNM2,19,0,0.0,7,0.04531400966183575,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RAB11FIP5,15,0,0.0,6,0.04790874524714829,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PITPNM1,16,0,0.0,6,0.04791395045632334,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZFYVE1,11,0,0.0,4,0.058300012898232945,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RAB12,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PITPNC1,22,0,0.0,7,0.045327147965593895,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZIK1,17,0,0.0,6,0.04791915679669673,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RAB13,15,0,0.0,6,0.04790874524714829,0.0,1.0,1.0,1.0,1.0,1.0,1.0
QSER1,14,0,0.0,5,0.05670604586518416,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PYURF,13,0,0.0,5,0.05669816564758199,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF12,7,0,0.0,1,0.06280566280566281,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF117,12,0,0.0,4,0.058307533539731685,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PTPRM,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PTRH1,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PKIG,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PTS,9,0,0.0,2,0.05435323383084577,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF101,16,0,0.0,6,0.04791395045632334,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF100,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZMYND8,10,0,0.0,3,0.05220779220779221,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF776,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZMYND11,11,0,0.0,4,0.058300012898232945,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZMYM4,11,0,0.0,4,0.058300012898232945,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PUF60,10,0,0.0,3,0.05220779220779221,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZMYM2,19,0,0.0,7,0.04531400966183575,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PUM2,15,0,0.0,6,0.04790874524714829,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZMIZ2,23,0,0.0,8,0.0446539027982327,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PKD2,10,0,0.0,3,0.05220779220779221,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZMIZ1,8,0,0.0,2,0.05434647431911454,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZMAT1,8,0,0.0,2,0.05434647431911454,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PVR,10,0,0.0,3,0.05220779220779221,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZKSCAN7,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PXYLP1,7,0,0.0,1,0.06280566280566281,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF655,12,0,0.0,4,0.058307533539731685,0.0,1.0,1.0,1.0,1.0,1.0,1.0
QPRT,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RAB14,10,0,0.0,3,0.05220779220779221,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RAB15,7,0,0.0,1,0.06280566280566281,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZFP91,11,0,0.0,4,0.058300012898232945,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RAB8A,13,0,0.0,5,0.05669816564758199,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZFAND2B,8,0,0.0,2,0.05434647431911454,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RAB9A,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RABAC1,31,0,0.0,8,0.044674957269994695,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PIP4P2,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF808,10,0,0.0,3,0.05220779220779221,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZFAND2A,11,0,0.0,4,0.058300012898232945,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RABEP2,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RABGAP1,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RABGAP1L,10,0,0.0,3,0.05220779220779221,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RABGGTB,19,0,0.0,7,0.04531400966183575,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RABL3,12,0,0.0,4,0.058307533539731685,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF813,9,0,0.0,2,0.05435323383084577,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF823,12,0,0.0,4,0.058307533539731685,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RAC1,8,0,0.0,2,0.05434647431911454,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZER1,15,0,0.0,6,0.04790874524714829,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RAC2,17,0,0.0,6,0.04791915679669673,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZEB2,11,0,0.0,4,0.058300012898232945,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZEB1,8,0,0.0,2,0.05434647431911454,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZDHHC8,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RAD23A,14,0,0.0,5,0.05670604586518416,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RAD23B,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZDHHC6,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF800,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZFP14,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RAB5A,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RAB4B,13,0,0.0,5,0.05669816564758199,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PITHD1,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PISD,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RAB18,8,0,0.0,2,0.05434647431911454,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RAB1A,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RAB20,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RAB21,7,0,0.0,1,0.06280566280566281,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZFP90,17,0,0.0,6,0.04791915679669673,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RAB23,9,0,0.0,2,0.05435323383084577,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZFP82,20,0,0.0,7,0.04531838825007247,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PIR,29,0,0.0,8,0.04466969179091284,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZFP69,9,0,0.0,2,0.05435323383084577,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PTPRK,20,0,0.0,7,0.04531838825007247,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RAB2A,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZFP62,7,0,0.0,1,0.06280566280566281,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZFP36L2,44,0,0.0,8,0.0447092131650348,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PIP5K1C,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RAB37,18,0,0.0,7,0.04530963191962129,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZFP36L1,11,0,0.0,4,0.058300012898232945,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RAB39A,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZFP36,9,0,0.0,2,0.05435323383084577,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZFP30,17,0,0.0,6,0.04791915679669673,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZFP3,7,0,0.0,1,0.06280566280566281,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RAB3IP,8,0,0.0,2,0.05434647431911454,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZFP28,10,0,0.0,3,0.05220779220779221,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RAB2B,22,0,0.0,7,0.045327147965593895,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF772,9,0,0.0,2,0.05435323383084577,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF121,15,0,0.0,6,0.04790874524714829,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF138,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PSMD9,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF280D,8,0,0.0,2,0.05434647431911454,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF280C,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF717,7,0,0.0,1,0.06280566280566281,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PSMF1,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PLEKHA5,9,0,0.0,2,0.05435323383084577,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PLEKHA2,11,0,0.0,4,0.058300012898232945,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PSMG3,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF274,15,0,0.0,6,0.04790874524714829,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PSPC1,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF268,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF267,15,0,0.0,6,0.04790874524714829,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PSRC1,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PLEKHA1,8,0,0.0,2,0.05434647431911454,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PLEK,7,0,0.0,1,0.06280566280566281,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PSTPIP2,11,0,0.0,4,0.058300012898232945,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PTAR1,8,0,0.0,2,0.05434647431911454,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF718,7,0,0.0,1,0.06280566280566281,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF736,7,0,0.0,1,0.06280566280566281,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PLD6,7,0,0.0,1,0.06280566280566281,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PTBP2,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF260,19,0,0.0,7,0.04531400966183575,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PTCH1,9,0,0.0,2,0.05435323383084577,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PSMD7,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF281,7,0,0.0,1,0.06280566280566281,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PSMD4,12,0,0.0,4,0.058307533539731685,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PLEKHA8,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PSENEN,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PSIP1,10,0,0.0,3,0.05220779220779221,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PSKH1,10,0,0.0,3,0.05220779220779221,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PSMA2,7,0,0.0,1,0.06280566280566281,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF331,7,0,0.0,1,0.06280566280566281,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PSMA4,24,0,0.0,8,0.04465653352185696,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PLEKHO1,26,0,0.0,8,0.04466179589912798,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF330,7,0,0.0,1,0.06280566280566281,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PLEKHM2,7,0,0.0,1,0.06280566280566281,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF329,23,0,0.0,8,0.0446539027982327,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PSMB5,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PLD3,15,0,0.0,6,0.04790874524714829,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PLEKHG4,7,0,0.0,1,0.06280566280566281,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF32,18,0,0.0,7,0.04530963191962129,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF30,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PLEKHF1,14,0,0.0,5,0.05670604586518416,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF287,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF284,9,0,0.0,2,0.05435323383084577,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF71,8,0,0.0,2,0.05434647431911454,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PSMC3IP,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PSMC5,11,0,0.0,4,0.058300012898232945,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF283,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PSMD10,12,0,0.0,4,0.058307533539731685,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF282,7,0,0.0,1,0.06280566280566281,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF320,7,0,0.0,1,0.06280566280566281,0.0,1.0,1.0,1.0,1.0,1.0,1.0
RAD50,11,0,0.0,4,0.058300012898232945,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF256,11,0,0.0,4,0.058300012898232945,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF253,21,0,0.0,7,0.04532276768457673,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF200,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PLAAT3,19,0,0.0,7,0.04531400966183575,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PTPN12,19,0,0.0,7,0.04531400966183575,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PLA2G12A,13,0,0.0,5,0.05669816564758199,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PTPN13,9,0,0.0,2,0.05435323383084577,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF197,9,0,0.0,2,0.05435323383084577,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF175,20,0,0.0,7,0.04531838825007247,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PKP4,9,0,0.0,2,0.05435323383084577,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF160,13,0,0.0,5,0.05669816564758199,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PTPN14,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PTPN18,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF768,17,0,0.0,6,0.04791915679669673,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF154,7,0,0.0,1,0.06280566280566281,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF148,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PTPN23,8,0,0.0,2,0.05434647431911454,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PTPN4,10,0,0.0,3,0.05220779220779221,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PTPN6,13,0,0.0,5,0.05669816564758199,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PKN3,5,0,0.0,0,0.05546240165097382,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PKN1,13,0,0.0,5,0.05669816564758199,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PTPN9,11,0,0.0,4,0.058300012898232945,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF146,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PTPRA,8,0,0.0,2,0.05434647431911454,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF141,6,0,0.0,0,0.05546955624355005,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PTPA,11,0,0.0,4,0.058300012898232945,0.0,1.0,1.0,1.0,1.0,1.0,1.0
