gene,n_both,n_inv,rate,decile,p_expected,enrichment_vs_decile,p_ora_pooled,p_ora_indeg_matched,p_ora_fisher,q_ora_pooled,q_ora_indeg_matched,q_ora_fisher
CXCR4,28,4,0.14285714285714285,8,0.04443134944018857,3.2152330428192495,0.056708902875855734,0.03403488888319631,0.05667813422486959,0.8180588942765886,0.6476025022775052,0.817615038597363
SLC2A3,16,3,0.1875,6,0.04758800521512386,3.940068493150685,0.0483897925550031,0.037903117321204,0.04837312104833093,0.7170136029506539,0.6569615682221941,0.7169113550048787
KDM3A,16,3,0.1875,6,0.04758800521512386,3.940068493150685,0.0483897925550031,0.037903117321204,0.04837312104833093,0.7170136029506539,0.6569615682221941,0.7169113550048787
S1PR1,16,3,0.1875,6,0.04758800521512386,3.940068493150685,0.0483897925550031,0.037903117321204,0.04837312104833093,0.7170136029506539,0.6569615682221941,0.7169113550048787
JMY,16,3,0.1875,6,0.04758800521512386,3.940068493150685,0.0483897925550031,0.037903117321204,0.04837312104833093,0.7170136029506539,0.6569615682221941,0.7169113550048787
ADK,16,3,0.1875,6,0.04758800521512386,3.940068493150685,0.0483897925550031,0.037903117321204,0.04837312104833093,0.7170136029506539,0.6569615682221941,0.7169113550048787
IER3,16,3,0.1875,6,0.04758800521512386,3.940068493150685,0.0483897925550031,0.037903117321204,0.04837312104833093,0.7170136029506539,0.6569615682221941,0.7169113550048787
TMED5,16,3,0.1875,6,0.04758800521512386,3.940068493150685,0.0483897925550031,0.037903117321204,0.04837312104833093,0.7170136029506539,0.6569615682221941,0.7169113550048787
HSPA8,16,3,0.1875,6,0.04758800521512386,3.940068493150685,0.0483897925550031,0.037903117321204,0.04837312104833093,0.7170136029506539,0.6569615682221941,0.7169113550048787
NFE2L1,16,3,0.1875,6,0.04758800521512386,3.940068493150685,0.0483897925550031,0.037903117321204,0.04837312104833093,0.7170136029506539,0.6569615682221941,0.7169113550048787
CCNG1,29,4,0.13793103448275862,8,0.04443396782367847,3.1041800054879722,0.06315623091937728,0.038140623334295035,0.063123530608554,0.8406826188688782,0.6569615682221941,0.8402473398387563
PRKCQ,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
IFRD2,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
CDC45,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
UBC,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
IARS1,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
AP1S3,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
LRFN3,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
RAB29,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
SGSM2,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
CUL4A,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
EIF4E2,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
CIT,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
RAB4A,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
PTBP1,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
COA4,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
SLC29A1,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
TAF13,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
EIF4H,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
TRADD,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
IFIT3,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
NUF2,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
UBE2O,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
KIF22,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
TAPT1,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
MMAB,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
FUT11,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
SIGMAR1,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
TM2D3,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
APH1A,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
LNPK,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
MORN3,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
ZRANB2,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
C9orf72,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
ASXL2,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
FKBP1B,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
MARS1,6,2,0.3333333333333333,0,0.05521155830753354,6.037383177570093,0.035824602026664515,0.03939863023998971,0.035818997251460684,0.6331054312575498,0.6569615682221941,0.6330063816262411
VDAC3,14,3,0.21428571428571427,5,0.056289089645587216,3.8068783068783065,0.033990504938420284,0.04069059674147513,0.03397739252478021,0.6331054312575498,0.6573014885087766,0.6330063816262411
APRT,14,3,0.21428571428571427,5,0.056289089645587216,3.8068783068783065,0.033990504938420284,0.04069059674147513,0.03397739252478021,0.6331054312575498,0.6573014885087766,0.6330063816262411
SSBP3,14,3,0.21428571428571427,5,0.056289089645587216,3.8068783068783065,0.033990504938420284,0.04069059674147513,0.03397739252478021,0.6331054312575498,0.6573014885087766,0.6330063816262411
UBE2L6,14,3,0.21428571428571427,5,0.056289089645587216,3.8068783068783065,0.033990504938420284,0.04069059674147513,0.03397739252478021,0.6331054312575498,0.6573014885087766,0.6330063816262411
ATP2A2,14,3,0.21428571428571427,5,0.056289089645587216,3.8068783068783065,0.033990504938420284,0.04069059674147513,0.03397739252478021,0.6331054312575498,0.6573014885087766,0.6330063816262411
PRSS23,14,3,0.21428571428571427,5,0.056289089645587216,3.8068783068783065,0.033990504938420284,0.04069059674147513,0.03397739252478021,0.6331054312575498,0.6573014885087766,0.6330063816262411
HMMR,14,3,0.21428571428571427,5,0.056289089645587216,3.8068783068783065,0.033990504938420284,0.04069059674147513,0.03397739252478021,0.6331054312575498,0.6573014885087766,0.6330063816262411
H4C3,14,3,0.21428571428571427,5,0.056289089645587216,3.8068783068783065,0.033990504938420284,0.04069059674147513,0.03397739252478021,0.6331054312575498,0.6573014885087766,0.6330063816262411
DUSP4,14,3,0.21428571428571427,5,0.056289089645587216,3.8068783068783065,0.033990504938420284,0.04069059674147513,0.03397739252478021,0.6331054312575498,0.6573014885087766,0.6330063816262411
SLC37A3,14,3,0.21428571428571427,5,0.056289089645587216,3.8068783068783065,0.033990504938420284,0.04069059674147513,0.03397739252478021,0.6331054312575498,0.6573014885087766,0.6330063816262411
CENPM,14,3,0.21428571428571427,5,0.056289089645587216,3.8068783068783065,0.033990504938420284,0.04069059674147513,0.03397739252478021,0.6331054312575498,0.6573014885087766,0.6330063816262411
MDFIC,14,3,0.21428571428571427,5,0.056289089645587216,3.8068783068783065,0.033990504938420284,0.04069059674147513,0.03397739252478021,0.6331054312575498,0.6573014885087766,0.6330063816262411
HSPA5,17,3,0.17647058823529413,6,0.0475931761382158,3.707896857373086,0.0565339855603067,0.04444983015960679,0.056515632317937374,0.8180588942765886,0.6993508390815155,0.817615038597363
SLC7A1,17,3,0.17647058823529413,6,0.0475931761382158,3.707896857373086,0.0565339855603067,0.04444983015960679,0.056515632317937374,0.8180588942765886,0.6993508390815155,0.817615038597363
PHF19,17,3,0.17647058823529413,6,0.0475931761382158,3.707896857373086,0.0565339855603067,0.04444983015960679,0.056515632317937374,0.8180588942765886,0.6993508390815155,0.817615038597363
GPR174,17,3,0.17647058823529413,6,0.0475931761382158,3.707896857373086,0.0565339855603067,0.04444983015960679,0.056515632317937374,0.8180588942765886,0.6993508390815155,0.817615038597363
LSM6,17,3,0.17647058823529413,6,0.0475931761382158,3.707896857373086,0.0565339855603067,0.04444983015960679,0.056515632317937374,0.8180588942765886,0.6993508390815155,0.817615038597363
PSMB10,17,3,0.17647058823529413,6,0.0475931761382158,3.707896857373086,0.0565339855603067,0.04444983015960679,0.056515632317937374,0.8180588942765886,0.6993508390815155,0.817615038597363
NFKB1,17,3,0.17647058823529413,6,0.0475931761382158,3.707896857373086,0.0565339855603067,0.04444983015960679,0.056515632317937374,0.8180588942765886,0.6993508390815155,0.817615038597363
SURF4,18,3,0.16666666666666666,7,0.04501980484977297,3.7020743919885546,0.06527995277119089,0.04487209962186735,0.06526002661660313,0.8560920656230383,0.6993508390815155,0.8558307507458546
CHURC1,18,3,0.16666666666666666,7,0.04501980484977297,3.7020743919885546,0.06527995277119089,0.04487209962186735,0.06526002661660313,0.8560920656230383,0.6993508390815155,0.8558307507458546
AFF4,18,3,0.16666666666666666,7,0.04501980484977297,3.7020743919885546,0.06527995277119089,0.04487209962186735,0.06526002661660313,0.8560920656230383,0.6993508390815155,0.8558307507458546
SYNE3,18,3,0.16666666666666666,7,0.04501980484977297,3.7020743919885546,0.06527995277119089,0.04487209962186735,0.06526002661660313,0.8560920656230383,0.6993508390815155,0.8558307507458546
MDM4,18,3,0.16666666666666666,7,0.04501980484977297,3.7020743919885546,0.06527995277119089,0.04487209962186735,0.06526002661660313,0.8560920656230383,0.6993508390815155,0.8558307507458546
MYO1F,18,3,0.16666666666666666,7,0.04501980484977297,3.7020743919885546,0.06527995277119089,0.04487209962186735,0.06526002661660313,0.8560920656230383,0.6993508390815155,0.8558307507458546
WDR26,18,3,0.16666666666666666,7,0.04501980484977297,3.7020743919885546,0.06527995277119089,0.04487209962186735,0.06526002661660313,0.8560920656230383,0.6993508390815155,0.8558307507458546
LGALS1,31,4,0.12903225806451613,8,0.04443920551659103,2.903568067083084,0.0771443792404678,0.04716584101431386,0.07710814640582841,0.9348497787537992,0.7296002788323912,0.9347411226985742
PFN1,31,4,0.12903225806451613,8,0.04443920551659103,2.903568067083084,0.0771443792404678,0.04716584101431386,0.07710814640582841,0.9348497787537992,0.7296002788323912,0.9347411226985742
MAL,31,4,0.12903225806451613,8,0.04443920551659103,2.903568067083084,0.0771443792404678,0.04716584101431386,0.07710814640582841,0.9348497787537992,0.7296002788323912,0.9347411226985742
ACAT2,19,3,0.15789473684210525,7,0.04502415458937198,3.506889541450192,0.07460309892589012,0.05156491228175383,0.07458173835402798,0.9348497787537992,0.7820468236765746,0.9347411226985742
GBP4,19,3,0.15789473684210525,7,0.04502415458937198,3.506889541450192,0.07460309892589012,0.05156491228175383,0.07458173835402798,0.9348497787537992,0.7820468236765746,0.9347411226985742
ZC3H6,19,3,0.15789473684210525,7,0.04502415458937198,3.506889541450192,0.07460309892589012,0.05156491228175383,0.07458173835402798,0.9348497787537992,0.7820468236765746,0.9347411226985742
NCOA3,19,3,0.15789473684210525,7,0.04502415458937198,3.506889541450192,0.07460309892589012,0.05156491228175383,0.07458173835402798,0.9348497787537992,0.7820468236765746,0.9347411226985742
ENO2,19,3,0.15789473684210525,7,0.04502415458937198,3.506889541450192,0.07460309892589012,0.05156491228175383,0.07458173835402798,0.9348497787537992,0.7820468236765746,0.9347411226985742
EEIG1,19,3,0.15789473684210525,7,0.04502415458937198,3.506889541450192,0.07460309892589012,0.05156491228175383,0.07458173835402798,0.9348497787537992,0.7820468236765746,0.9347411226985742
HCST,19,3,0.15789473684210525,7,0.04502415458937198,3.506889541450192,0.07460309892589012,0.05156491228175383,0.07458173835402798,0.9348497787537992,0.7820468236765746,0.9347411226985742
NDUFB3,19,3,0.15789473684210525,7,0.04502415458937198,3.506889541450192,0.07460309892589012,0.05156491228175383,0.07458173835402798,0.9348497787537992,0.7820468236765746,0.9347411226985742
CD2,32,4,0.125,8,0.044441824826122835,2.8126657824933687,0.08467051324259614,0.052084495127423885,0.08463271812901929,1.0,0.7880003006717327,1.0
RAB10,20,3,0.15,7,0.0450285051695816,3.331223175965665,0.08447655724950637,0.05871056532193747,0.08445392765419057,1.0,0.8324452933037212,1.0
RHOG,20,3,0.15,7,0.0450285051695816,3.331223175965665,0.08447655724950637,0.05871056532193747,0.08445392765419057,1.0,0.8324452933037212,1.0
HAPSTR1,20,3,0.15,7,0.0450285051695816,3.331223175965665,0.08447655724950637,0.05871056532193747,0.08445392765419057,1.0,0.8324452933037212,1.0
LYAR,34,4,0.11764705882352941,8,0.044447064371610466,2.646902792947418,0.1007416518755676,0.06272561018591864,0.10070122773397977,1.0,0.8324452933037212,1.0
BAX,49,5,0.10204081632653061,8,0.04442739984659862,2.2967991977667563,0.11293699400128783,0.06561130105983093,0.11287711708433878,1.0,0.8324452933037212,1.0
LYSET,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
CCDC59,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
GARS1,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
PEBP1,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
LRRC8A,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
ENOPH1,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
GPT2,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
PTPN1,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
KIZ,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
EED,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
MFGE8,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
EIF3H,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
GALNT4,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
LRPPRC,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
CSNK1D,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
DYNC2LI1,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
ARL6IP1,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
IL23A,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
AQP3,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
JMJD6,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
OSBPL3,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
AP1G2,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
DKC1,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
PRC1,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
SCAF11,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
DGKD,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
SKA1,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
THAP11,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
HIF1A,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
IRF2BP2,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
UBE2V2,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
MYO18A,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
AGK,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
MYO1B,8,2,0.25,2,0.05409774903618953,4.621264367816091,0.062370861307794526,0.06591021048356865,0.062362803167670545,0.8338070101126066,0.8324452933037212,0.8336992845884923
TMEM42,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
NSMCE4A,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
STX1A,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
CSRNP1,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
STMN1,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
TRIB1,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
C1orf109,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
RABEP1,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
PCNA,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
CUL5,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
TSPAN33,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
HACD3,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
GFI1,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
MYD88,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
PTGES2,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
HNRNPU,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
ANKRD11,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
DPY30,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
HIVEP3,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
CENPE,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
NCOR1,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
DEK,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
RHBDF2,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
ZCCHC7,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
TMEM64,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
TRAF3,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
YIPF4,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
KIFC1,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
RFC1,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
YTHDF2,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
