gene,n_both,n_inv,rate,decile,p_expected,enrichment_vs_decile,odds_ratio,p_enrichment,q_enrichment,sig_enriched,p_two_sided,q_two_sided,sig_two_sided,direction,shown_in_fig2a,label_rank_fig2a,label_rank_fig2a_two_sided
CCNC,1304,288,0.22085889570552147,9,0.05760187253963187,3.8342311797861037,4.637635293741219,1.145339829741323e-82,7.066746749503964e-80,True,1.145339829741323e-82,7.066746749503964e-80,True,up,True,1,1
NCKAP1L,244,91,0.3729508196721312,8,0.03417766678558687,10.912120538006093,16.807564779565272,1.074045636569118e-64,3.313430788815729e-62,True,1.074045636569118e-64,3.313430788815729e-62,True,up,True,2,2
AHR,727,165,0.22696011004126548,9,0.059488774909610694,3.8151753904180503,4.641694855576374,5.634558948597219e-49,1.158840957094828e-46,True,5.634558948597219e-49,1.158840957094828e-46,True,up,True,3,3
ARNT,922,177,0.19197396963123645,9,0.05948033856090508,3.227519786805922,3.7567426086376647,8.125512417584649e-42,1.2533602904124322e-39,True,8.125512417584649e-42,1.2533602904124322e-39,True,up,True,4,4
DOCK2,111,40,0.36036036036036034,7,0.036323681489141675,9.920810490205508,14.946619217081851,5.158050740033004e-28,6.365034613200727e-26,True,5.158050740033004e-28,6.365034613200727e-26,True,up,True,5,5
DOLPP1,125,38,0.304,7,0.03664853664853665,8.295010600706712,11.48133706998091,1.462643719206739e-23,1.5040852912509297e-21,True,1.462643719206739e-23,1.5040852912509297e-21,True,up,True,6,6
ARHGAP30,362,71,0.19613259668508287,9,0.06099672486805599,3.215461110565259,3.7560031684694977,4.6615082042837676e-18,4.1087865172044063e-16,True,4.6615082042837676e-18,3.5951882025538557e-16,True,up,True,7,8
STAT5B,270,42,0.15555555555555556,8,0.03774394166845379,4.121338383838384,4.6963217703349285,2.8744398241061904e-14,2.2169117143418993e-12,True,2.8744398241061904e-14,1.9705881905261326e-12,True,up,True,8,9
STIP1,275,41,0.14909090909090908,8,0.03782894736842105,3.941185770750988,4.456521739130435,2.5306629312619276e-13,1.7349100317651215e-11,True,2.5306629312619276e-13,1.5614190285886092e-11,True,up,True,9,10
STAT3,257,38,0.14785992217898833,8,0.03799457220397086,3.891606448026682,4.39334637964775,2.5291365841566603e-12,1.5604772724246595e-10,True,2.5291365841566603e-12,1.4186157022042358e-10,True,up,True,10,11
CBFB,212,34,0.16037735849056603,8,0.038157613725350606,4.203023796113771,4.814837330202918,3.6368600250923812e-12,2.039947850438181e-10,True,3.6368600250923812e-12,1.869952196234999e-10,True,up,True,11,12
SUPT7L,1375,148,0.10763636363636364,9,0.060672576932912795,1.7740529424912987,1.8674187415856036,4.8719430953442406e-11,2.50499074152283e-09,True,6.768048621529738e-11,2.982775713917035e-09,True,up,True,12,14
ATP5ME,35,12,0.34285714285714286,4,0.024916147580258743,13.760439560439561,20.418060200668897,9.552943076936759e-11,4.533973752669216e-09,True,9.552943076936759e-11,3.929443918979987e-09,True,up,True,13,15
RBM10,95,21,0.22105263157894736,6,0.03757159221076747,5.883504492939666,7.269363876071193,1.2865514543449578e-10,5.670016052363136e-09,True,1.2865514543449578e-10,4.961264045817744e-09,True,up,True,14,16
MED24,382,57,0.14921465968586387,9,0.0613143560740447,2.4336006971298634,2.6850322040111014,8.047527300884193e-10,3.310216229763698e-08,True,8.264446429014962e-10,2.9995079098248424e-08,True,up,True,15,17
MCAT,18,10,0.5555555555555556,2,0.04369918699186992,12.713178294573643,27.3546511627907,2.300146235884639e-09,8.86993892213014e-08,True,2.300146235884639e-09,6.450864670640102e-08,True,up,True,16,0
GSS,26,10,0.38461538461538464,3,0.027426160337552744,14.023668639053254,22.16346153846154,2.701278955620057e-09,9.804053621279855e-08,True,2.701278955620057e-09,7.246474415728588e-08,True,up,True,17,0
TADA2B,3058,268,0.08763897972531066,9,0.06027718220198493,1.453932923268346,1.4975365158977068,4.873574923922108e-09,1.6705531822555225e-07,True,8.77012028625622e-09,2.2546517569250366e-07,True,up,True,18,0
CREBBP,461,59,0.1279826464208243,9,0.06137380325264434,2.0852976292504746,2.244582604687733,1.2240223415003967e-07,3.974851498451289e-06,True,1.5760212352871866e-07,3.3531210419730834e-06,True,up,True,19,0
ATP5F1A,20,9,0.45,2,0.04480651731160896,10.04318181818182,17.44214876033058,1.7557978090153897e-07,5.4166362408124775e-06,True,1.7557978090153897e-07,3.611090827208318e-06,True,up,True,20,0
UBR4,141,21,0.14893617021276595,7,0.03893070334804049,3.825673758865248,4.320166666666666,2.329531515594364e-07,6.844385452960585e-06,True,2.329531515594364e-07,4.636519177812008e-06,True,up,True,0,0
NDUFA8,40,9,0.225,5,0.02914001421464108,7.7213414634146345,9.672698662470495,2.7743911866493258e-06,7.712053906260003e-05,True,2.7743911866493258e-06,4.890855320464669e-05,True,up,True,0,0
EIF1,51,10,0.19607843137254902,5,0.02889760970388869,6.785282014040184,8.196326407708522,2.874833708978607e-06,7.712053906260003e-05,True,2.874833708978607e-06,4.927145551221668e-05,True,up,True,0,0
YEATS2,89,14,0.15730337078651685,6,0.03912148249828414,4.020894933964124,4.584795321637427,1.3504439380764684e-05,0.00034717662908049206,True,1.3504439380764684e-05,0.00021926944994557395,True,up,True,0,0
CYB5R4,61,11,0.18032786885245902,6,0.039554444191861785,4.558978707367628,5.341954022988506,3.162159547341096e-05,0.0007804209762837824,True,3.162159547341096e-05,0.00048776311017736403,True,up,True,0,0
TIMM8B,20,7,0.35,2,0.04684317718940937,7.4717391304347816,10.956521739130435,3.543261639111469e-05,0.0008408432428199141,True,3.543261639111469e-05,0.0005332176661784821,True,up,True,0,0
CARMIL2,33,7,0.21212121212121213,4,0.027285782671134514,7.774056353003722,9.597840755735493,3.748587633137929e-05,0.0008566216924615193,True,3.748587633137929e-05,0.0005506853737252625,True,up,True,0,0
CCNF,22,6,0.2727272727272727,3,0.030154277699859747,9.044397463002113,12.061046511627907,5.44119497709809e-05,0.001199006178881972,True,5.44119497709809e-05,0.0007630039320158003,True,up,True,0,0
KMT2E,59,9,0.15254237288135594,5,0.02933810375670841,5.1994625878462175,5.955365853658536,7.734593029415833e-05,0.0016456013445343342,True,7.734593029415833e-05,0.000973927326357055,True,up,True,0,0
PPP1R11,80,12,0.15,6,0.03949771689497717,3.797687861271676,4.291397483849031,9.203862490173722e-05,0.0018929277188123954,True,9.203862490173722e-05,0.0011357566312874374,True,up,True,0,0
BATF,81,12,0.14814814814814814,6,0.03950673669787623,3.7499464782701772,4.228198039708469,0.00010418210326087503,0.002073559926192255,True,0.00010418210326087503,0.0012603991708227428,True,up,True,0,0
BTAF1,277,25,0.09025270758122744,8,0.03897868688313546,2.315437353028848,2.445937090432503,0.00012786123092067974,0.0024349772942634735,True,0.00013890625006143052,0.0016170784205264647,True,up,True,0,0
NDUFS8,17,6,0.35294117647058826,2,0.047715736040609136,7.39674593241552,10.885880077369439,0.0001302970295425879,0.0024349772942634735,True,0.0001302970295425879,0.0015460243697649372,True,up,True,0,0
TSC1,336,39,0.11607142857142858,9,0.06163084043950545,1.883333534699401,1.9993268271346756,0.00013418027229328703,0.0024349772942634735,True,0.00022842720899779857,0.002472624350028802,True,up,True,0,0
NUP188,64,10,0.15625,6,0.03980891719745223,3.9250000000000003,4.466666666666667,0.0002541088958326042,0.00447957682082048,True,0.0002541088958326042,0.0027031929091158066,True,up,True,0,0
CARD11,13,4,0.3076923076923077,1,0.02600780234070221,11.830769230769231,16.644444444444446,0.00040749061588591257,0.006983936388933557,True,0.00040749061588591257,0.0041216673770755425,True,up,True,0,0
UBE2N,7,4,0.5714285714285714,0,0.05623471882640587,10.161490683229813,22.3768115942029,0.0004354471373044844,0.007261375235590997,True,0.0004354471373044844,0.004264617201855029,True,up,True,0,0
TM2D1,65,9,0.13846153846153847,6,0.040045506257110355,3.457604895104895,3.8525771103896105,0.0012792676624333538,0.020771267045299455,True,0.0012792676624333538,0.010962613162796933,True,up,True,0,0
ATP5PO,84,10,0.11904761904761904,6,0.039990859232175505,2.9768707482993193,3.244015444015444,0.00225453189914505,0.03566785081467938,True,0.00225453189914505,0.01830323923384863,True,up,True,0,0
SUGT1,10,3,0.3,1,0.027202072538860103,11.028571428571428,15.326530612244898,0.0026519562726152342,0.04090642550508999,True,0.0026519562726152342,0.02020070395313086,True,up,True,0,0
EIF4G2,604,55,0.09105960264900662,9,0.06164168151797882,1.4772407307293778,1.5250517328971662,0.003020118500093489,0.045449100355065435,True,0.004875214705495351,0.030693953809088077,True,up,True,0,0
BRK1,47,6,0.1276595744680851,5,0.030281439258995367,4.215769712140175,4.686370157819225,0.0033333977601178364,0.04783038181378384,True,0.0033333977601178364,0.023371663840826194,True,up,True,0,0
ZAP70,47,6,0.1276595744680851,5,0.030281439258995367,4.215769712140175,4.686370157819225,0.0033333977601178364,0.04783038181378384,True,0.0033333977601178364,0.023371663840826194,True,up,True,0,0
ACTR8,151,14,0.09271523178807947,7,0.03989085239085239,2.3242228789611064,2.4595449249863286,0.0034509539733603074,0.0479236754648437,True,0.005164345857672498,0.03186401394183931,True,up,True,0,0
TAF6L,1642,129,0.07856272838002436,9,0.061427009880618125,1.2789606482996498,1.3027451318625414,0.0035445558360329274,0.0479236754648437,True,0.005763070450395346,0.03486092615582283,True,up,True,0,0
WAPL,11,3,0.2727272727272727,1,0.027237354085603113,10.012987012987011,13.392857142857142,0.0035729158369251376,0.0479236754648437,True,0.0035729158369251376,0.02476954012789674,True,up,True,0,0
RB1CC1,49,6,0.12244897959183673,5,0.030303030303030304,4.040816326530612,4.465116279069767,0.004124729509232343,0.05414804483396501,False,0.004124729509232343,0.027662588121699517,True,up,True,0,0
EIF3J,38,5,0.13157894736842105,4,0.02831094049904031,4.647636039250669,5.200308166409862,0.004958545010223672,0.06373796398558344,False,0.004958545010223672,0.030903255265737426,True,up,True,0,0
SGF29,2218,166,0.07484220018034266,9,0.06139189687723791,1.2190892281761647,1.2368128207089342,0.0069082876223643345,0.08698802985711826,False,0.011589562168782113,0.0637766417574128,False,up,True,0,0
DOP1B,431,40,0.09280742459396751,9,0.06173226372524442,1.5033860576866453,1.55488335259065,0.007529247643672424,0.09291091592291771,False,0.011680324989607204,0.0637766417574128,False,up,True,0,0
RASAL3,16,4,0.25,2,0.04969574036511156,5.030612244897959,6.374149659863946,0.007912303377139706,0.09572335654304309,False,0.007912303377139706,0.04605557720467168,True,up,True,0,0
UNC45A,15,3,0.2,1,0.027379400260756193,7.3047619047619055,8.880952380952381,0.009082495087690962,0.10776729748279468,False,0.009082495087690962,0.05237289223462919,False,up,True,0,0
DNAJC8,125,11,0.088,7,0.040145040145040146,2.1920516129032257,2.3070741369552916,0.013156401282269461,0.15316036964453317,False,0.018333369429525216,0.09122329788723434,False,up,True,0,0
RRAGA,47,5,0.10638297872340426,5,0.030637691485571786,3.472290945076695,3.7666112956810633,0.01573634647713282,0.174080123312101,False,0.01573634647713282,0.08123739087898046,False,up,True,0,0
ATP5MF,9,3,0.3333333333333333,0,0.05896805896805897,5.652777777777778,7.979166666666667,0.01579981670255698,0.174080123312101,False,0.01579981670255698,0.08123739087898046,False,up,True,0,0
PARP14,9,3,0.3333333333333333,0,0.05896805896805897,5.652777777777778,7.979166666666667,0.01579981670255698,0.174080123312101,False,0.01579981670255698,0.08123739087898046,False,up,True,0,0
SMARCA5,65,7,0.1076923076923077,6,0.04050056882821388,2.6590319792566985,2.8592599767531963,0.0171771531523855,0.18593514903547112,False,0.0171771531523855,0.08616506906521831,False,up,True,0,0
LAMTOR2,148,12,0.08108108108108109,7,0.040135082478243926,2.0202046706901076,2.1102227298686467,0.017959923637199855,0.19105642903710882,False,0.01990685694955537,0.09748040268155288,False,up,True,0,0
DNTTIP1,82,8,0.0975609756097561,6,0.04042941982640475,2.4131183684718205,2.565887921820125,0.019458380579963012,0.20348848843791828,False,0.019458380579963012,0.09604656654269743,False,up,True,0,0
SLC25A51,4,2,0.5,0,0.06067961165048544,8.24,15.48,0.0224760184014297,0.23112838922803539,False,0.0224760184014297,0.10688258426382036,False,up,True,0,0
TARS2,103,9,0.08737864077669903,7,0.040289256198347105,2.168782673637043,2.2806873977086743,0.024740426085848626,0.25024332614702627,False,0.03789649725579219,0.16015163566317658,False,up,True,0,0
MIOS,71,7,0.09859154929577464,6,0.0405559352927774,2.431001740781769,2.587517556179775,0.026682330989886194,0.2630811267733349,False,0.026682330989886194,0.12105145750558663,False,up,True,0,0
CFAP20,139,11,0.07913669064748201,7,0.04021795537104307,1.9676955210025526,2.0508568548387096,0.0268624165100812,0.2630811267733349,False,0.029718045267113392,0.13097167092720688,False,up,True,0,0
NPC2,39,4,0.10256410256410256,4,0.028804608737397985,3.5606837606837605,3.8533333333333335,0.02805876430530931,0.2705040246308726,False,0.02805876430530931,0.12545114185779596,False,up,True,0,0
RCC1L,21,3,0.14285714285714285,3,0.0322354590049054,4.43167701863354,5.003623188405797,0.03154598511307989,0.2994441971503122,False,0.03154598511307989,0.13804165116858363,False,up,True,0,0
METTL1,108,9,0.08333333333333333,7,0.040315286212688976,2.0670405982905984,2.164044289044289,0.03235537306350093,0.30247371485121327,False,0.04300103165224817,0.17806467469420886,False,up,True,0,0
BCS1L,128,10,0.078125,7,0.04029019303018526,1.9390574758842443,2.018638617908333,0.03657514338041007,0.33681885769720915,False,0.04113288807346509,0.1726462036825031,False,up,True,0,0
POLDIP3,11,2,0.18181818181818182,1,0.028534370946822308,6.371900826446281,7.565656565656566,0.0419462310165044,0.38060036084092963,False,0.0419462310165044,0.17487043606204877,False,up,True,0,0
IST1,43,4,0.09302325581395349,5,0.030949839914621132,3.0056134723336005,3.21131741821397,0.046303899901914684,0.41405081506494723,False,0.046303899901914684,0.1892020280760355,False,up,True,0,0
SRSF11,12,2,0.16666666666666666,1,0.02857142857142857,5.833333333333333,6.8,0.04940190237046156,0.42930948961372933,False,0.04940190237046156,0.19588966692357254,False,up,True,0,0
TUFM,12,2,0.16666666666666666,1,0.02857142857142857,5.833333333333333,6.8,0.04940190237046156,0.42930948961372933,False,0.04940190237046156,0.19588966692357254,False,up,True,0,0
GPI,65,6,0.09230769230769231,6,0.040728100113765646,2.2664374731413837,2.3952277246472873,0.051203018933119564,0.43777658217488036,False,0.051203018933119564,0.20122460306837434,False,up,True,0,0
PTPN1,6,2,0.3333333333333333,0,0.06097560975609756,5.466666666666667,7.7,0.051795284438843216,0.43777658217488036,False,0.051795284438843216,0.20226386391624215,False,up,True,0,0
LRPPRC,277,17,0.061371841155234655,8,0.03955085109426405,1.5517198608182476,1.5877938517179024,0.053097305131554945,0.4427167198131,False,0.08520202948911007,0.2872658589878739,False,up,True,0,0
TADA1,1375,100,0.07272727272727272,9,0.06169550762935811,1.1788098602606374,1.1928341630261776,0.05567109920258049,0.4547376757498217,False,0.09967516913563579,0.3288747559181138,False,up,True,0,0
CRLS1,17,3,0.17647058823529413,2,0.050761421319796954,3.476470588235294,4.007142857142857,0.05615815770848586,0.4547376757498217,False,0.05615815770848586,0.2179219075857596,False,up,True,0,0
TFAM,157,11,0.07006369426751592,7,0.04031209362808843,1.7380316416683788,1.7936367653557226,0.056750082711079855,0.4547376757498217,False,0.06714961875627042,0.24958623356999304,False,up,True,0,0
COPS8,30,3,0.1,4,0.029158699808795412,3.4295081967213115,3.699453551912568,0.05954377261212281,0.4710065089958946,False,0.05954377261212281,0.2296156731354986,False,up,True,0,0
ZNF649,28,3,0.10714285714285714,3,0.0323943661971831,3.3074534161490683,3.5843478260869563,0.06589694373851424,0.5146634719830795,False,0.06589694373851424,0.24641463204038355,False,up,True,0,0
PNPT1,32,3,0.09375,4,0.029186602870813396,3.2120901639344264,3.440927077444884,0.0697396353007042,0.5378669372566812,False,0.0697396353007042,0.2576608082666736,False,up,True,0,0
ATP1B3,19,3,0.15789473684210525,2,0.0508646998982706,3.1042105263157893,3.49875,0.07430011681514961,0.5591773851897465,False,0.07430011681514961,0.266650663244059,False,up,True,0,0
EID2,15,2,0.13333333333333333,1,0.028683181225554105,4.648484848484848,5.20979020979021,0.07431530889069564,0.5591773851897465,False,0.07431530889069564,0.266650663244059,False,up,True,0,0
SIK3,165,11,0.06666666666666667,7,0.0403540744597761,1.652043010752688,1.6986175115207374,0.07525413757600018,0.5594193118601459,False,0.10716485935544776,0.34984506995931886,False,up,True,0,0
MEN1,250,15,0.06,8,0.03961738882147191,1.5144864864864866,1.547326049453709,0.07708073373062553,0.5661763418070948,False,0.1032513816819493,0.3388622473285251,False,up,True,0,0
DDA1,34,3,0.08823529411764706,4,0.02921455938697318,3.0202507232401157,3.2157588577472236,0.08067331231420899,0.5729351636517974,False,0.08067331231420899,0.27349139394432387,False,up,True,0,0
MBD2,34,3,0.08823529411764706,4,0.02921455938697318,3.0202507232401157,3.2157588577472236,0.08067331231420899,0.5729351636517974,False,0.08067331231420899,0.27349139394432387,False,up,True,0,0
LCK,73,6,0.0821917808219178,6,0.040802370640528836,2.014387388076835,2.105228049695656,0.0807866438212421,0.5729351636517974,False,0.12501427702774098,0.38760708003073463,False,up,True,0,0
CUL3,114,8,0.07017543859649122,7,0.04047588258114574,1.7337593184238551,1.7891373801916932,0.09471639244884697,0.6640910697833929,False,0.14372538192000905,0.43900277546854255,False,up,True,0,0
PCYT2,134,9,0.06716417910447761,7,0.04045118630882925,1.6603760045924225,1.7079230769230769,0.09781277347089277,0.678095294736414,False,0.12189536493663577,0.3798456574035569,False,up,True,0,0
TMED9,199,12,0.06030150753768844,8,0.03968705547652916,1.5194250824012534,1.5527571732505319,0.10276133516149744,0.7028173263769802,False,0.14256572985916385,0.4376271409109656,False,up,True,0,0
NAA30,220,13,0.05909090909090909,8,0.0396751905406368,1.489366737391872,1.5200999141362892,0.10365701248023534,0.7028173263769802,False,0.16098438621636424,0.48452373802681337,False,up,True,0,0
ZNF710,9,2,0.2222222222222222,0,0.06142506142506143,3.6177777777777775,4.365714285714286,0.11014326622574382,0.738678209361782,False,0.11014326622574382,0.35767576453307337,False,up,True,0,0
PTPN2,59,4,0.06779661016949153,5,0.031127012522361358,2.1780635106175725,2.263740856844305,0.11696561770576253,0.7759977002629621,False,0.11696561770576253,0.37002098628488145,False,up,True,0,0
NCOR1,579,43,0.07426597582037997,9,0.061860854987426654,1.200532644359259,1.2166201512761396,0.1276629437508702,0.8379578329179459,False,0.22406836019767443,0.631279352703037,False,up,True,0,0
MED1,21,2,0.09523809523809523,3,0.032936229852838124,2.891590678824721,3.0907054871220603,0.15686529865918664,1.0,False,0.15686529865918664,0.47444063368979483,False,up,True,0,0
MLYCD,22,2,0.09090909090909091,3,0.03295932678821879,2.758220502901354,2.9340425531914893,0.1689844754422018,1.0,False,0.1689844754422018,0.5061331133390219,False,up,True,0,0
THAP11,221,12,0.05429864253393665,8,0.039749252030203734,1.3660292901279618,1.3870453259247826,0.17544686560615605,1.0,False,0.29458995477634226,0.744926238102472,False,up,True,0,0
PARS2,23,2,0.08695652173913043,3,0.03298245614035088,2.6364477335800185,2.7922998986828773,0.1812622950255556,1.0,False,0.1812622950255556,0.5351140479941043,False,up,True,0,0
USP7,268,14,0.05223880597014925,8,0.03973983274962476,1.3145200257704284,1.3318557752223419,0.18680386606796442,1.0,False,0.2715341320720285,0.7155539077063369,False,up,True,0,0
WDR82,407,30,0.07371007371007371,9,0.06191013112837217,1.1905979258424453,1.2057648695434355,0.18750629438499128,1.0,False,0.3027332816249023,0.7592944502543282,False,up,True,0,0
NCAPG2,136,8,0.058823529411764705,7,0.040591362987939306,1.4491636910355197,1.4772364217252396,0.19294867834937882,1.0,False,0.271349084585354,0.7155539077063369,False,up,True,0,0
PDCL,206,11,0.05339805825242718,8,0.039777983348751156,1.3424023481598555,1.3617173524150268,0.2028723569248884,1.0,False,0.2839803837175946,0.7328257625810719,False,up,True,0,0
ELP2,118,7,0.059322033898305086,7,0.040626212964160954,1.4601910828025477,1.4892121420783841,0.2081772828300194,1.0,False,0.34075702524781093,0.8376377871629456,False,up,True,0,0
OXA1L,97,6,0.061855670103092786,6,0.041026816410726565,1.5076887634625353,1.5411627478666585,0.21345659443832324,1.0,False,0.2964798127348275,0.7466450794179125,False,up,True,0,0
NRBP1,77,5,0.06493506493506493,6,0.04106776180698152,1.581168831168831,1.6215277777777777,0.21387503785712056,1.0,False,0.25109887923904683,0.6825022400462198,False,up,True,0,0
EIF4A1,29,2,0.06896551724137931,4,0.029622551361681796,2.3281423804226917,2.4265232974910393,0.21711366701594248,1.0,False,0.21711366701594248,0.6221612844304052,False,up,True,0,0
MED23,26,2,0.07692307692307693,3,0.03305203938115331,2.327332242225859,2.4379432624113475,0.21881523293581512,1.0,False,0.21881523293581512,0.6221612844304052,False,up,True,0,0
PGK1,26,2,0.07692307692307693,3,0.03305203938115331,2.327332242225859,2.4379432624113475,0.21881523293581512,1.0,False,0.21881523293581512,0.6221612844304052,False,up,True,0,0
PGS1,26,2,0.07692307692307693,3,0.03305203938115331,2.327332242225859,2.4379432624113475,0.21881523293581512,1.0,False,0.21881523293581512,0.6221612844304052,False,up,True,0,0
SUPT20H,1491,100,0.0670690811535882,9,0.06184840198256708,1.0844108983202614,1.0904792590909487,0.21931215623659298,1.0,False,0.4130190647446007,0.9101170105264952,False,up,True,0,0
WASF2,30,2,0.06666666666666667,4,0.029636711281070746,2.249462365591398,2.338709677419355,0.2283686594733583,1.0,False,0.2283686594733583,0.640244259952747,False,up,True,0,0
DHPS,52,3,0.057692307692307696,5,0.03140613847251963,1.8369755244755246,1.8882189239332097,0.22932573978858525,1.0,False,0.22932573978858525,0.640244259952747,False,up,True,0,0
CYC1,4,1,0.25,0,0.06310679611650485,3.9615384615384617,4.948717948717949,0.23618571478330339,1.0,False,0.23618571478330339,0.6476737156502141,False,up,True,0,0
HDAC7,4,1,0.25,0,0.06310679611650485,3.9615384615384617,4.948717948717949,0.23618571478330339,1.0,False,0.23618571478330339,0.6476737156502141,False,up,True,0,0
ZC3HC1,4,1,0.25,0,0.06310679611650485,3.9615384615384617,4.948717948717949,0.23618571478330339,1.0,False,0.23618571478330339,0.6476737156502141,False,up,True,0,0
CAMSAP1,18,2,0.1111111111111111,2,0.051829268292682924,2.1437908496732025,2.286764705882353,0.24568953040816754,1.0,False,0.24568953040816754,0.6707541604506168,False,up,True,0,0
WDR59,173,9,0.05202312138728324,8,0.03982677836149368,1.306234737720627,1.3230403025955393,0.256183685748213,1.0,False,0.4297546050549115,0.9271279416744069,False,up,True,0,0
ELP3,34,2,0.058823529411764705,4,0.029693486590038315,1.9810246679316887,2.0423387096774195,0.2736964703706572,1.0,False,0.2736964703706572,0.7155539077063369,False,up,True,0,0
INO80,34,2,0.058823529411764705,4,0.029693486590038315,1.9810246679316887,2.0423387096774195,0.2736964703706572,1.0,False,0.2736964703706572,0.7155539077063369,False,up,True,0,0
GDAP2,199,10,0.05025125628140704,8,0.03982930298719772,1.2616654702081838,1.2755102040816326,0.2741721185079395,1.0,False,0.46205789710564343,0.976334666144459,False,up,True,0,0
VPS41,35,2,0.05714285714285714,4,0.029707714422616195,1.9235023041474655,1.9794721407624634,0.2850474780979987,1.0,False,0.2850474780979987,0.7328257625810719,False,up,True,0,0
FBXO42,5,1,0.2,0,0.06326034063260341,3.1615384615384614,3.701923076923077,0.286241505319349,1.0,False,0.286241505319349,0.7328257625810719,False,up,True,0,0
ZNF71,5,1,0.2,0,0.06326034063260341,3.1615384615384614,3.701923076923077,0.286241505319349,1.0,False,0.286241505319349,0.7328257625810719,False,up,True,0,0
YY1,109,6,0.05504587155963303,7,0.040708193331610236,1.3522062035823503,1.3727230698104484,0.28738766212443656,1.0,False,0.45782521989796526,0.9707153287870947,False,up,True,0,0
MIPEP,59,3,0.05084745762711865,5,0.03148479427549195,1.614984591679507,1.6479301948051948,0.29022075407843356,1.0,False,0.435095243124197,0.9353789721520194,False,up,True,0,0
EIF3H,66,4,0.06060606060606061,6,0.04119253527537551,1.4712874602377366,1.5016931028337195,0.29243294277132176,1.0,False,0.3522125295687158,0.8589530859442595,False,up,True,0,0
BRD8,319,15,0.047021943573667714,8,0.039813486370157816,1.1810556638142846,1.1899893314366998,0.2957340205326162,1.0,False,0.47014069836726924,0.990023245367253,False,up,True,0,0
METAP2,134,7,0.05223880597014925,7,0.0407104887851679,1.2831780587508317,1.298786298209539,0.3085563112685656,1.0,False,0.5040419874515032,1.0,False,up,True,0,0
EIF3L,12,1,0.08333333333333333,1,0.02987012987012987,2.789855072463768,2.952569169960474,0.31391615562389835,1.0,False,0.31391615562389835,0.7809930162094568,False,up,True,0,0
SNUPN,12,1,0.08333333333333333,1,0.02987012987012987,2.789855072463768,2.952569169960474,0.31391615562389835,1.0,False,0.31391615562389835,0.7809930162094568,False,up,True,0,0
VARS2,13,1,0.07692307692307693,1,0.02990897269180754,2.5719063545150505,2.7028985507246377,0.3353005871369197,1.0,False,0.3353005871369197,0.8275218490539178,False,up,True,0,0
TP53INP2,211,10,0.04739336492890995,8,0.03986332574031891,1.1888964116452267,1.1982942430703625,0.33643493954374876,1.0,False,0.5922854209844307,1.0,False,up,True,0,0
FBXO32,118,6,0.05084745762711865,7,0.040755595807995856,1.2476190476190478,1.2608843537414967,0.3527678747705878,1.0,False,0.4853476171883794,1.0,False,up,True,0,0
USO1,40,2,0.05,5,0.031627576403695803,1.5808988764044947,1.611472501478415,0.3666358453930333,1.0,False,0.3666358453930333,0.8906075456988249,False,up,True,0,0
CXXC1,120,6,0.05,7,0.04076614468745956,1.2265079365079365,1.2384294068504595,0.36750649078171826,1.0,False,0.6376395277182876,1.0,False,up,True,0,0
BCL3,7,1,0.14285714285714285,0,0.06356968215158924,2.2472527472527473,2.4551282051282053,0.37704652940672545,1.0,False,0.37704652940672545,0.8974966678197704,False,up,True,0,0
BLZF1,7,1,0.14285714285714285,0,0.06356968215158924,2.2472527472527473,2.4551282051282053,0.37704652940672545,1.0,False,0.37704652940672545,0.8974966678197704,False,up,True,0,0
COMMD10,7,1,0.14285714285714285,0,0.06356968215158924,2.2472527472527473,2.4551282051282053,0.37704652940672545,1.0,False,0.37704652940672545,0.8974966678197704,False,up,True,0,0
GPALPP1,7,1,0.14285714285714285,0,0.06356968215158924,2.2472527472527473,2.4551282051282053,0.37704652940672545,1.0,False,0.37704652940672545,0.8974966678197704,False,up,True,0,0
FBXL15,41,2,0.04878048780487805,5,0.03163881976537505,1.5417922718553028,1.5695764909248056,0.3782221011177124,1.0,False,0.3782221011177124,0.8974966678197704,False,up,True,0,0
CEP43,123,6,0.04878048780487805,7,0.0407819782496116,1.1961285327138986,1.2061864061864063,0.38965976143068,1.0,False,0.6422016695011871,1.0,False,up,True,0,0
KAT7,43,2,0.046511627906976744,5,0.03166133048737104,1.4690357982754116,1.4919155933132364,0.40113007881152263,1.0,False,0.40113007881152263,0.9002621710636174,False,up,True,0,0
COX6C,44,2,0.045454545454545456,5,0.031672597864768684,1.435137895812053,1.4558587479935794,0.41243971267406354,1.0,False,0.6501202572199507,1.0,False,up,True,0,0
GATA3,299,13,0.043478260869565216,8,0.03989971346704871,1.0896885489032864,1.093765301126163,0.41835603370684415,1.0,False,0.7641848679138983,1.0,False,up,True,0,0
FOXO1,227,10,0.04405286343612335,8,0.039908779931584946,1.103838892385148,1.10862409479921,0.42259408166589907,1.0,False,0.731071599170459,1.0,False,up,True,0,0
VEZT,46,2,0.043478260869565216,5,0.0316951566951567,1.371763556424035,1.388661899897855,0.4347435001270278,1.0,False,0.6572764037560452,1.0,False,up,True,0,0
E2F1,47,2,0.0425531914893617,5,0.031706448165301035,1.3420989720296437,1.3573033707865167,0.4457282307758726,1.0,False,0.6610494199354311,1.0,False,up,True,0,0
MAPRE3,9,1,0.1111111111111111,0,0.06388206388206388,1.7393162393162391,1.8317307692307692,0.456674013512834,1.0,False,0.456674013512834,0.9707153287870947,False,up,True,0,0
