display_rank	target	target_ensg	orientation	go_id	go_term
63	CCR7	ENSG00000126353	gained_on_activation	GO:0023052	signaling
63	CCR7	ENSG00000126353	gained_on_activation	GO:0055085	transmembrane transport
64	TAP1	ENSG00000168394	gained_on_activation	GO:0055085	transmembrane transport
65	AEN	ENSG00000181026	gained_on_activation	GO:0012501	programmed cell death
65	AEN	ENSG00000181026	gained_on_activation	GO:0016070	RNA metabolic process
65	AEN	ENSG00000181026	gained_on_activation	GO:0023052	signaling
66	FAM111B	ENSG00000189057	gained_on_activation	GO:0006281	DNA repair
66	FAM111B	ENSG00000189057	gained_on_activation	GO:0006260	DNA replication
68	ARHGDIB	ENSG00000111348	gained_on_activation	GO:0023052	signaling
69	NUSAP1	ENSG00000137804	gained_on_activation	GO:0022402	cell cycle process
70	H2AX	ENSG00000188486	gained_on_activation	GO:0022607	cellular component assembly
70	H2AX	ENSG00000188486	gained_on_activation	GO:0006281	DNA repair
70	H2AX	ENSG00000188486	gained_on_activation	GO:0010468	regulation of gene expression
70	H2AX	ENSG00000188486	gained_on_activation	GO:0023052	signaling
71	CDC25B	ENSG00000101224	gained_on_activation	GO:0022402	cell cycle process
71	CDC25B	ENSG00000101224	gained_on_activation	GO:0044238	primary metabolic process
72	S100A10	ENSG00000197747	gained_on_activation	GO:0022607	cellular component assembly
72	S100A10	ENSG00000197747	gained_on_activation	GO:0006351	DNA-templated transcription
72	S100A10	ENSG00000197747	gained_on_activation	GO:0010468	regulation of gene expression
72	S100A10	ENSG00000197747	gained_on_activation	GO:0016192	vesicle-mediated transport
73	PSMB9	ENSG00000240065	gained_on_activation	GO:0044238	primary metabolic process
73	PSMB9	ENSG00000240065	gained_on_activation	GO:0010468	regulation of gene expression
74	BAX	ENSG00000087088	gained_on_activation	GO:0019725	cellular homeostasis
74	BAX	ENSG00000087088	gained_on_activation	GO:0012501	programmed cell death
74	BAX	ENSG00000087088	gained_on_activation	GO:0023052	signaling
74	BAX	ENSG00000087088	gained_on_activation	GO:0055085	transmembrane transport
75	SH3BP5	ENSG00000131370	gained_on_activation	GO:0023052	signaling
76	HMGB2	ENSG00000164104	gained_on_activation	GO:0048870	cell motility
76	HMGB2	ENSG00000164104	gained_on_activation	GO:0022607	cellular component assembly
76	HMGB2	ENSG00000164104	gained_on_activation	GO:0006310	DNA recombination
76	HMGB2	ENSG00000164104	gained_on_activation	GO:0006281	DNA repair
76	HMGB2	ENSG00000164104	gained_on_activation	GO:0012501	programmed cell death
76	HMGB2	ENSG00000164104	gained_on_activation	GO:0010468	regulation of gene expression
76	HMGB2	ENSG00000164104	gained_on_activation	GO:0023052	signaling
77	FANCI	ENSG00000140525	gained_on_activation	GO:0006281	DNA repair
78	NCAPG2	ENSG00000146918	gained_on_activation	GO:0022402	cell cycle process
79	NSMCE1	ENSG00000169189	gained_on_activation	GO:0006310	DNA recombination
79	NSMCE1	ENSG00000169189	gained_on_activation	GO:0006281	DNA repair
80	CD47	ENSG00000196776	gained_on_activation	GO:0007155	cell adhesion
80	CD47	ENSG00000196776	gained_on_activation	GO:0048870	cell motility
80	CD47	ENSG00000196776	gained_on_activation	GO:0010468	regulation of gene expression
80	CD47	ENSG00000196776	gained_on_activation	GO:0023052	signaling
81	HSPH1	ENSG00000120694	lost_on_activation	GO:0006457	protein folding
82	SNRPB2	ENSG00000125870	lost_on_activation	GO:0022607	cellular component assembly
82	SNRPB2	ENSG00000125870	lost_on_activation	GO:0016070	RNA metabolic process
83	RBM38	ENSG00000132819	lost_on_activation	GO:0010468	regulation of gene expression
83	RBM38	ENSG00000132819	lost_on_activation	GO:0023052	signaling
84	OSM	ENSG00000099985	lost_on_activation	GO:0010468	regulation of gene expression
84	OSM	ENSG00000099985	lost_on_activation	GO:0023052	signaling
85	MAN1A1	ENSG00000111885	lost_on_activation	GO:0044238	primary metabolic process
86	HMGCS1	ENSG00000112972	lost_on_activation	GO:0006629	lipid metabolic process
87	GPR65	ENSG00000140030	lost_on_activation	GO:0010468	regulation of gene expression
87	GPR65	ENSG00000140030	lost_on_activation	GO:0023052	signaling
88	B3GALNT1	ENSG00000169255	lost_on_activation	GO:0006629	lipid metabolic process
89	RBKS	ENSG00000171174	lost_on_activation	GO:0006091	generation of precursor metabolites and energy
89	RBKS	ENSG00000171174	lost_on_activation	GO:0044238	primary metabolic process
90	EIF4EBP1	ENSG00000187840	lost_on_activation	GO:0022402	cell cycle process
90	EIF4EBP1	ENSG00000187840	lost_on_activation	GO:0010468	regulation of gene expression
90	EIF4EBP1	ENSG00000187840	lost_on_activation	GO:0023052	signaling
91	BIRC3	ENSG00000023445	lost_on_activation	GO:0012501	programmed cell death
91	BIRC3	ENSG00000023445	lost_on_activation	GO:0023052	signaling
92	PLPP1	ENSG00000067113	lost_on_activation	GO:0006629	lipid metabolic process
92	PLPP1	ENSG00000067113	lost_on_activation	GO:0023052	signaling
93	ERLEC1	ENSG00000068912	lost_on_activation	GO:0044238	primary metabolic process
93	ERLEC1	ENSG00000068912	lost_on_activation	GO:0023052	signaling
