null_model	normalization	bin_left	bin_right	bin_midpoint	count	total_draws
regulator_signed_margin	author_normalized	-0.0881607466404745	-0.0855641961388762	-0.0868624713896754	239	10000
regulator_signed_margin	author_normalized	-0.0855641961388762	-0.082967645637278	-0.0842659208880771	245	10000
regulator_signed_margin	author_normalized	-0.082967645637278	-0.0803710951356797	-0.0816693703864788	185	10000
regulator_signed_margin	author_normalized	-0.0803710951356797	-0.0777745446340814	-0.0790728198848806	170	10000
regulator_signed_margin	author_normalized	-0.0777745446340814	-0.0751779941324832	-0.0764762693832823	148	10000
regulator_signed_margin	author_normalized	-0.0751779941324832	-0.0725814436308849	-0.073879718881684	131	10000
regulator_signed_margin	author_normalized	-0.0725814436308849	-0.0699848931292866	-0.0712831683800857	129	10000
regulator_signed_margin	author_normalized	-0.0699848931292866	-0.0673883426276883	-0.0686866178784875	90	10000
regulator_signed_margin	author_normalized	-0.0673883426276883	-0.0647917921260901	-0.0660900673768892	84	10000
regulator_signed_margin	author_normalized	-0.0647917921260901	-0.0621952416244918	-0.0634935168752909	84	10000
regulator_signed_margin	author_normalized	-0.0621952416244918	-0.0595986911228935	-0.0608969663736927	55	10000
regulator_signed_margin	author_normalized	-0.0595986911228935	-0.0570021406212952	-0.0583004158720944	53	10000
regulator_signed_margin	author_normalized	-0.0570021406212952	-0.054405590119697	-0.0557038653704961	50	10000
regulator_signed_margin	author_normalized	-0.054405590119697	-0.0518090396180987	-0.0531073148688978	40	10000
regulator_signed_margin	author_normalized	-0.0518090396180987	-0.0492124891165004	-0.0505107643672996	41	10000
regulator_signed_margin	author_normalized	-0.0492124891165004	-0.0466159386149022	-0.0479142138657013	26	10000
regulator_signed_margin	author_normalized	-0.0466159386149022	-0.0440193881133039	-0.045317663364103	22	10000
regulator_signed_margin	author_normalized	-0.0440193881133039	-0.0414228376117056	-0.0427211128625048	20	10000
regulator_signed_margin	author_normalized	-0.0414228376117056	-0.0388262871101074	-0.0401245623609065	9	10000
regulator_signed_margin	author_normalized	-0.0388262871101074	-0.0362297366085091	-0.0375280118593082	9	10000
regulator_signed_margin	author_normalized	-0.0362297366085091	-0.0336331861069108	-0.0349314613577099	6	10000
regulator_signed_margin	author_normalized	-0.0336331861069108	-0.0310366356053125	-0.0323349108561117	5	10000
regulator_signed_margin	author_normalized	-0.0310366356053125	-0.0284400851037143	-0.0297383603545134	6	10000
regulator_signed_margin	author_normalized	-0.0284400851037143	-0.025843534602116	-0.0271418098529151	5	10000
regulator_signed_margin	author_normalized	-0.025843534602116	-0.0232469841005177	-0.0245452593513169	1	10000
regulator_signed_margin	author_normalized	-0.0232469841005177	-0.0206504335989194	-0.0219487088497186	0	10000
regulator_signed_margin	author_normalized	-0.0206504335989194	-0.0180538830973212	-0.0193521583481203	1	10000
regulator_signed_margin	author_normalized	-0.0180538830973212	-0.0154573325957229	-0.016755607846522	1	10000
regulator_signed_margin	author_normalized	-0.0154573325957229	-0.0128607820941246	-0.0141590573449238	1	10000
regulator_signed_margin	author_normalized	-0.0128607820941246	-0.0102642315925263	-0.0115625068433255	2	10000
regulator_signed_margin	author_normalized	-0.0102642315925263	-0.00766768109092808	-0.00896595634172721	1	10000
regulator_signed_margin	author_normalized	-0.00766768109092808	-0.00507113058932981	-0.00636940584012895	0	10000
regulator_signed_margin	author_normalized	-0.00507113058932981	-0.00247458008773155	-0.00377285533853068	0	10000
regulator_signed_margin	author_normalized	-0.00247458008773155	0.00012197041386674	-0.0011763048369324	1	10000
