gene,role,n_inverted_edges,in_candidate_617,dgidb_recognized,dgidb_functional_class,druggable_genome,clinically_actionable,has_drug_interaction,has_approved_drug,n_distinct_drugs,n_approved_drugs,example_drugs,is_reversal_regulator,is_stable_only,is_top20_inverter,n_distinct_reversal_regulators
CCNC,candidate_regulator,288,True,True,Kinase,False,False,False,False,0,0,,True,False,True,
TADA2B,candidate_regulator,268,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,True,
ARNT,candidate_regulator,177,True,True,Nuclear receptor,True,True,True,True,44,9,ALPRAZOLAM|BREXANOLONE|CLONAZEPAM|DIAZEPAM|FLUMAZENIL|FLUNITRAZEPAM,True,False,True,
SGF29,candidate_regulator,166,True,True,Other/unclassified,False,False,False,False,0,0,,True,False,True,
AHR,candidate_regulator,165,True,True,Nuclear receptor,True,False,True,True,60,16,CARBARIL|CHRYSIN|CLIOQUINOL|GENISTEIN|LEVOTHYROXINE|METHYLCELLULOSE,True,False,True,
SUPT7L,candidate_regulator,148,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,True,
TAF6L,candidate_regulator,129,True,True,Transcription factor,False,False,False,False,0,0,,True,False,True,
SUPT20H,candidate_regulator,100,True,True,Kinase,False,False,False,False,0,0,,True,False,True,
TADA1,candidate_regulator,100,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,True,
NCKAP1L,candidate_regulator,91,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,True,
ATAD5,candidate_regulator,90,True,True,Other/unclassified,False,False,True,True,295,32,ALBENDAZOLE|AMSACRINE|ASPIRIN|AZACITIDINE|AZATHIOPRINE|CAMPTOTHECIN,True,False,True,
ARHGAP30,candidate_regulator,71,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,True,
ELOF1,candidate_regulator,67,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,True,
SENP5,candidate_regulator,64,True,True,Protease,False,False,False,False,0,0,,True,False,True,
CREBBP,candidate_regulator,59,True,True,Transcription factor,True,True,True,True,22,7,ALPRAZOLAM|COLCHICINE|ESTAZOLAM|METHYLPHENIDATE HYDROCHLORIDE|MIDAZOLAM HYDROCHLORIDE|PAPAVERINE,True,False,True,
LEO1,candidate_regulator,59,True,True,Enzyme,False,False,False,False,0,0,,True,False,True,
MED24,candidate_regulator,57,True,True,Nuclear receptor,False,False,False,False,0,0,,True,False,True,
ATP2A2,candidate_regulator,55,True,True,Transporter,True,False,True,True,23,2,CELECOXIB|NORGESTIMATE,True,False,True,
EIF4G2,candidate_regulator,55,True,True,Other/unclassified,False,False,True,False,1,0,COMPOUND 9B [PMID: 18986805],True,False,True,
MED12,candidate_regulator,53,True,True,Kinase,False,True,False,False,0,0,,True,False,True,
DHX36,candidate_regulator,51,True,True,Other/unclassified,False,False,True,False,1,0,MANOALIDE,True,False,False,
NCOR1,candidate_regulator,43,True,True,Nuclear receptor,False,True,False,False,0,0,,True,False,False,
STAT5B,candidate_regulator,42,True,True,Kinase,True,True,True,True,5,4,DASATINIB ANHYDROUS|EPOETIN ALFA|SOMATROPIN (RECOMBINANT DNA ORIGIN)|TOFACITINIB,True,False,False,
KDM1A,candidate_regulator,41,True,True,Other/unclassified,True,False,True,True,5,1,TRANYLCYPROMINE,True,False,False,
STIP1,candidate_regulator,41,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
DOCK2,candidate_regulator,40,True,True,Other/unclassified,False,False,True,True,2,1,DEUCRAVACITINIB,True,False,False,
DOP1B,candidate_regulator,40,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
TSC1,candidate_regulator,39,True,True,Kinase,False,True,True,True,4,3,ASPIRIN|EVEROLIMUS|SIROLIMUS,True,False,False,
DOLPP1,candidate_regulator,38,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
MED15,candidate_regulator,38,True,True,Transcription factor,False,False,False,False,0,0,,True,False,False,
STAT3,candidate_regulator,38,True,True,Kinase,True,True,True,True,30,7,ACITRETIN|CELECOXIB|DIGITOXIN|DIGOXIN|NICLOSAMIDE|OSIMERTINIB,True,False,False,
CPSF6,candidate_regulator,37,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
SMARCE1,candidate_regulator,36,True,True,Other/unclassified,False,True,False,False,0,0,,True,False,False,
TAF13,candidate_regulator,35,True,True,Transcription factor,False,False,False,False,0,0,,True,False,False,
CBFB,candidate_regulator,34,True,True,Transcription factor,False,True,True,True,32,4,DAUNORUBICIN LIPOSOMAL|DISULFIRAM|PYROGALLOL|TAMOXIFEN CITRATE,True,False,False,
ELOB,candidate_regulator,32,True,True,Transcription factor,False,False,False,False,0,0,,True,False,False,
NSD1,candidate_regulator,30,True,True,Nuclear receptor,False,True,False,False,0,0,,True,False,False,
WDR82,candidate_regulator,30,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
NFRKB,candidate_regulator,27,True,True,Other/unclassified,False,False,False,False,0,0,,True,False,False,
BTAF1,candidate_regulator,25,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
EWSR1,candidate_regulator,23,True,True,Transcription factor,False,True,True,True,4,2,PAZOPANIB|SUNITINIB,True,False,False,
DENR,candidate_regulator,22,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
ELAVL1,candidate_regulator,22,True,True,Other/unclassified,True,False,True,False,5,0,DEHYDROMUTACTIN|NG-25|PP1|RIVOCERANIB|THERAPEUTIC ANDROSTANOLONE,True,False,False,
RBM10,candidate_regulator,21,True,True,Other/unclassified,False,True,False,False,0,0,,True,False,False,
SMARCB1,candidate_regulator,21,True,True,Other/unclassified,False,True,True,True,2,2,PANOBINOSTAT|TAZEMETOSTAT,True,False,False,
UBR4,candidate_regulator,21,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
WAC,candidate_regulator,20,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
MED19,candidate_regulator,18,True,True,Transcription factor,False,False,True,True,1,1,DEHYDRATED ALCOHOL,True,False,False,
SKIC8,candidate_regulator,18,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
UBXN1,candidate_regulator,18,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
USP22,candidate_regulator,18,True,True,Nuclear receptor,False,False,False,False,0,0,,True,False,False,
LRPPRC,candidate_regulator,17,True,True,Transcription factor,False,False,False,False,0,0,,True,False,False,
BRD8,candidate_regulator,15,True,True,Nuclear receptor,False,False,False,False,0,0,,True,False,False,
MEN1,candidate_regulator,15,True,True,Other/unclassified,False,True,True,True,33,6,CHLORHEXIDINE HYDROCHLORIDE|METHYLENE BLUE ANHYDROUS|OLSALAZINE|PLERIXAFOR|TANNIC ACID|TRIMETREXATE,True,False,False,
UFM1,candidate_regulator,15,True,True,Nuclear receptor,False,False,False,False,0,0,,True,False,False,
ACTR8,candidate_regulator,14,True,True,Other/unclassified,False,False,False,False,0,0,,True,False,False,
TAF11,candidate_regulator,14,True,True,Transcription factor,False,False,False,False,0,0,,True,False,False,
USP7,candidate_regulator,14,True,True,Protease,True,False,True,False,0,0,,True,False,False,
YEATS2,candidate_regulator,14,True,True,Other/unclassified,False,False,False,False,0,0,,True,False,False,
GATA3,candidate_regulator,13,True,True,Transcription factor,False,True,True,True,19,18,ASPARAGINASE|CYCLOPHOSPHAMIDE ANHYDROUS|CYTARABINE|DAUNORUBICIN LIPOSOMAL|DEXAMETHASONE|DOXORUBICIN HYDROCHLORIDE,True,False,False,
NAA30,candidate_regulator,13,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
RPRD2,candidate_regulator,13,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
UBE2L3,candidate_regulator,13,True,True,Enzyme,False,False,False,False,0,0,,True,False,False,
YTHDF2,candidate_regulator,13,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
ATP5ME,candidate_regulator,12,True,True,Other/unclassified,False,False,True,True,7,2,DOCONEXENT|HALOTHANE,True,False,False,
BATF,candidate_regulator,12,True,True,Transcription factor,False,False,False,False,0,0,,True,False,False,
LAMTOR2,candidate_regulator,12,True,True,Kinase,False,False,False,False,0,0,,True,False,False,
PPP1R11,candidate_regulator,12,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
THAP11,candidate_regulator,12,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
TMED9,candidate_regulator,12,True,True,Other/unclassified,True,False,False,False,0,0,,True,False,False,
TRIP12,candidate_regulator,12,True,True,Other/unclassified,False,False,False,False,0,0,,True,False,False,
CFAP20,candidate_regulator,11,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
CYB5R4,candidate_regulator,11,True,True,Other/unclassified,False,False,True,True,5,5,ISOSORBIDE DINITRATE|ISOSORBIDE MONONITRATE|METOCLOPRAMIDE HYDROCHLORIDE|PRIMAQUINE|RASBURICASE,True,False,False,
DNAJC8,candidate_regulator,11,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
FAM98B,candidate_regulator,11,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
KIFAP3,candidate_regulator,11,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
PDCL,candidate_regulator,11,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
PRKAR1A,candidate_regulator,11,True,True,Kinase,False,True,False,False,0,0,,True,False,False,
SIK3,candidate_regulator,11,True,True,Kinase,True,False,True,False,0,0,,True,False,False,
TFAM,candidate_regulator,11,True,True,Transcription factor,False,False,False,False,0,0,,True,False,False,
ATP5PO,candidate_regulator,10,True,True,Other/unclassified,False,False,True,False,3,0,&KAPPA;M-CONOTOXIN RIIIK|ANANDAMIDE|MARGATOXIN,True,False,False,
BCS1L,candidate_regulator,10,True,True,Transporter,False,False,False,False,0,0,,True,False,False,
CSDE1,candidate_regulator,10,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
EHMT2,candidate_regulator,10,True,True,Other/unclassified,True,False,True,True,857,201,5-HYDROXYTRYPTOPHAN|ADEFOVIR DIPIVOXIL|ALFUZOSIN|ALITRETINOIN|AMANTADINE HYDROCHLORIDE|AMILORIDE,True,False,False,
EIF1,candidate_regulator,10,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
FOXO1,candidate_regulator,10,True,True,Transcription factor,False,True,True,True,5,3,CYCLOPHOSPHAMIDE ANHYDROUS|EPIRUBICIN|FLUOROURACIL,True,False,False,
GDAP2,candidate_regulator,10,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
GSS,candidate_regulator,10,True,True,Other/unclassified,True,False,True,False,2,0,PFK15|PFKFB3 KINASE INHIBITOR 69,True,False,False,
HCCS,candidate_regulator,10,True,True,Enzyme,False,False,False,False,0,0,,True,False,False,
MCAT,candidate_regulator,10,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
MYB,candidate_regulator,10,True,True,Other/unclassified,False,True,True,True,6,3,DOXORUBICIN HYDROCHLORIDE|FLUOROURACIL|PACLITAXEL,True,False,False,
NUP188,candidate_regulator,10,True,True,Transporter,False,False,False,False,0,0,,True,False,False,
PAXIP1,candidate_regulator,10,True,True,Transcription factor,False,False,False,False,0,0,,True,False,False,
TP53INP2,candidate_regulator,10,True,True,Kinase,False,False,False,False,0,0,,True,False,False,
ATP5F1A,candidate_regulator,9,True,True,Other/unclassified,False,False,True,False,5,0,2-APB|CA2+|H+|MG2+|RUTHENIUM RED,True,False,False,
KMT2E,candidate_regulator,9,True,True,Other/unclassified,False,False,True,True,1,1,DULOXETINE HYDROCHLORIDE,True,False,False,
METTL1,candidate_regulator,9,True,True,Other/unclassified,False,False,True,True,1,1,PEGINTERFERON ALFA-2A,True,False,False,
MOV10,candidate_regulator,9,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
MTA2,candidate_regulator,9,True,True,Other/unclassified,False,False,False,False,0,0,,True,False,False,
NDUFA8,candidate_regulator,9,True,True,Enzyme,False,False,True,True,3,1,METFORMIN HYDROCHLORIDE,True,False,False,
PCYT2,candidate_regulator,9,True,True,Enzyme,False,False,True,True,1,1,LAMIVUDINE,True,False,False,
TARS2,candidate_regulator,9,True,True,Enzyme,False,False,False,False,0,0,,True,False,False,
TM2D1,candidate_regulator,9,True,True,GPCR,True,False,False,False,0,0,,True,False,False,
UBR5,candidate_regulator,9,True,True,Other/unclassified,False,True,False,False,0,0,,True,False,False,
WDR59,candidate_regulator,9,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
CUL3,candidate_regulator,8,True,True,Enzyme,False,True,False,False,0,0,,True,False,False,
DDRGK1,candidate_regulator,8,True,True,Nuclear receptor,False,False,False,False,0,0,,True,False,False,
DNTTIP1,candidate_regulator,8,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
NCAPG2,candidate_regulator,8,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
SETDB1,candidate_regulator,8,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
CARMIL2,candidate_regulator,7,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
ELP2,candidate_regulator,7,True,True,Other/unclassified,False,True,False,False,0,0,,True,False,False,
METAP2,candidate_regulator,7,True,True,Kinase,True,False,True,False,8,0,ACLIMOSTAT|BELORANIB|D-METHIONINE|EVEXOMOSTAT|FUMAGILLIN-DERIVED POLYMER CONJUGATE XMT-1107|M8891,True,False,False,
MIOS,candidate_regulator,7,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
PDSS2,candidate_regulator,7,True,True,Enzyme,False,False,False,False,0,0,,True,False,False,
SMARCA5,candidate_regulator,7,True,True,Enzyme,False,False,False,False,0,0,,True,False,False,
TIMM8B,candidate_regulator,7,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
BRK1,candidate_regulator,6,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
CCNF,candidate_regulator,6,True,True,Kinase,False,False,False,False,0,0,,True,False,False,
CEP43,candidate_regulator,6,True,True,Other/unclassified,False,False,True,False,1,0,BRIVANIB,True,False,False,
CXXC1,candidate_regulator,6,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
FBXO32,candidate_regulator,6,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
GPI,candidate_regulator,6,True,True,Enzyme,True,False,True,True,8,1,FLUORODEOXYGLUCOSE F18,True,False,False,
LCK,candidate_regulator,6,True,True,Kinase,True,True,True,True,51,7,DASATINIB ANHYDROUS|ENTRECTINIB|GEFITINIB|IMATINIB|PAZOPANIB|TIRBANIBULIN,True,False,False,
NDUFS8,candidate_regulator,6,True,True,Enzyme,False,False,True,True,3,1,METFORMIN HYDROCHLORIDE,True,False,False,
OXA1L,candidate_regulator,6,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
RB1CC1,candidate_regulator,6,True,True,Kinase,False,False,False,False,0,0,,True,False,False,
SIN3B,candidate_regulator,6,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
STK11,candidate_regulator,6,True,True,Kinase,True,True,True,True,29,15,ATEZOLIZUMAB|AVELUMAB|CAPIVASERTIB|DOCETAXEL ANHYDROUS|EVEROLIMUS|EXEMESTANE,True,False,False,
YY1,candidate_regulator,6,True,True,Transcription factor,False,False,True,False,1,0,ANTISERUM,True,False,False,
ZAP70,candidate_regulator,6,True,True,Kinase,True,False,True,False,2,0,H2O2|TRIDOLGOSIR,True,False,False,
EIF3J,candidate_regulator,5,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
MCTS1,candidate_regulator,5,True,True,Kinase,False,False,False,False,0,0,,True,False,False,
MOSPD2,candidate_regulator,5,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
NKAPD1,candidate_regulator,5,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
NRBP1,candidate_regulator,5,True,True,Kinase,True,False,False,False,0,0,,True,False,False,
RRAGA,candidate_regulator,5,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
SEL1L,candidate_regulator,5,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
TNPO1,candidate_regulator,5,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
CAND1,candidate_regulator,4,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
CARD11,candidate_regulator,4,True,True,Kinase,False,True,False,False,0,0,,True,False,False,
CASC3,candidate_regulator,4,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
DDX6,candidate_regulator,4,True,True,Enzyme,False,True,True,False,1,0,INCB3619,True,False,False,
EIF3H,candidate_regulator,4,True,True,Other/unclassified,False,False,False,False,0,0,,True,False,False,
INTS14,candidate_regulator,4,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
IST1,candidate_regulator,4,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
NPC2,candidate_regulator,4,True,True,Transporter,False,False,False,False,0,0,,True,False,False,
PMVK,candidate_regulator,4,True,True,Kinase,False,False,False,False,0,0,,True,False,False,
PTEN,candidate_regulator,4,True,True,Kinase,False,True,True,True,148,61,ABIRATERONE ACETATE|AFATINIB|ALPELISIB|ATEZOLIZUMAB|BINIMETINIB|CAPECITABINE,True,False,False,
PTPN2,candidate_regulator,4,True,True,Kinase,True,True,False,False,0,0,,True,False,False,
RASAL3,candidate_regulator,4,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
RTRAF,candidate_regulator,4,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
SMG7,candidate_regulator,4,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
THRAP3,candidate_regulator,4,True,True,Other/unclassified,False,True,False,False,0,0,,True,False,False,
TSC2,candidate_regulator,4,True,True,Kinase,False,True,True,True,2,1,EVEROLIMUS,True,False,False,
UBAP2L,candidate_regulator,4,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
UBE2N,candidate_regulator,4,True,True,Enzyme,True,False,True,True,25,8,CHLORHEXIDINE GLUCONATE|FLUPHENAZINE HYDROCHLORIDE|HYDROXYSTILBAMIDINE ISETHIONATE|IMIDOCARB DIPROPIONATE|PERPHENAZINE|RALOXIFENE HYDROCHLORIDE,True,False,False,
ARIH1,candidate_regulator,3,True,True,Enzyme,False,False,False,False,0,0,,True,False,False,
ATP1B3,candidate_regulator,3,True,True,Enzyme,True,False,True,True,6,5,ACETYLDIGITOXIN|DESLANOSIDE|DIGITOXIN|DIGOXIN|LANATOSIDE C,True,False,False,
ATP5MF,candidate_regulator,3,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
ATXN7L3,candidate_regulator,3,True,True,Nuclear receptor,False,False,False,False,0,0,,True,False,False,
BHLHE40,candidate_regulator,3,True,True,Other/unclassified,False,False,True,True,2,1,TRETINOIN,True,False,False,
C11orf54,candidate_regulator,3,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
C1D,candidate_regulator,3,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
CHD7,candidate_regulator,3,True,True,Enzyme,False,False,False,False,0,0,,True,False,False,
COPS8,candidate_regulator,3,True,True,Kinase,False,False,False,False,0,0,,True,False,False,
CRLS1,candidate_regulator,3,True,True,Enzyme,False,False,False,False,0,0,,True,False,False,
DDA1,candidate_regulator,3,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
DHPS,candidate_regulator,3,True,True,Other/unclassified,False,False,True,False,1,0,DEOXYSPERGUALIN,True,False,False,
DPH5,candidate_regulator,3,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
FNBP4,candidate_regulator,3,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
GABPB1,candidate_regulator,3,True,True,Transcription factor,False,False,True,False,3,0,"1,3-DITOLYLGUANIDINE|PB-28|SM 21",True,False,False,
INTS10,candidate_regulator,3,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
LSM12,candidate_regulator,3,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
LTB4R,candidate_regulator,3,True,True,GPCR,True,False,True,True,16,2,DEXFENFLURAMINE|TELOTRISTAT ETHYL,True,False,False,
MBD2,candidate_regulator,3,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
MIPEP,candidate_regulator,3,True,True,Protease,False,False,False,False,0,0,,True,False,False,
PARP14,candidate_regulator,3,True,True,Other/unclassified,False,False,True,False,0,0,,True,False,False,
PNPT1,candidate_regulator,3,True,True,Enzyme,False,False,True,True,1,1,ENALAPRIL MALEATE,True,False,False,
RCC1L,candidate_regulator,3,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
SMG1,candidate_regulator,3,True,True,Kinase,True,False,True,False,0,0,,True,False,False,
STRAP,candidate_regulator,3,True,True,Kinase,False,False,True,False,1,0,ADJUVANT,True,False,False,
SUGT1,candidate_regulator,3,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
TP53,candidate_regulator,3,True,True,Kinase,True,True,True,True,453,152,ABEMACICLIB|ABIRATERONE ACETATE|ACALABRUTINIB|ALECTINIB|ALEMTUZUMAB|ALPELISIB,True,False,False,
UBE2I,candidate_regulator,3,True,True,Enzyme,False,False,True,True,2,2,CISPLATIN|IRINOTECAN HYDROCHLORIDE,True,False,False,
UNC45A,candidate_regulator,3,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
WAPL,candidate_regulator,3,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
ZNF649,candidate_regulator,3,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
CAMSAP1,candidate_regulator,2,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
CHD4,candidate_regulator,2,True,True,Enzyme,False,True,True,True,2,1,VORINOSTAT,True,False,False,
CLCC1,candidate_regulator,2,True,True,Ion channel,False,False,True,False,0,0,,True,False,False,
COQ3,candidate_regulator,2,True,True,Enzyme,False,False,False,False,0,0,,True,False,False,
COX6C,candidate_regulator,2,True,True,Enzyme,False,True,False,False,0,0,,True,False,False,
E2F1,candidate_regulator,2,True,True,Transcription factor,False,False,True,True,29,17,ACETYLCYSTEINE|ARGIPRESSIN|ASCORBIC ACID|BORTEZOMIB|CARMUSTINE|CISPLATIN,True,False,False,
EID2,candidate_regulator,2,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
EIF4A1,candidate_regulator,2,True,True,Other/unclassified,True,False,True,True,52,1,TRILACICLIB,True,False,False,
ELP3,candidate_regulator,2,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
FBXL15,candidate_regulator,2,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
GGA3,candidate_regulator,2,True,True,GPCR,False,False,False,False,0,0,,True,False,False,
HMBS,candidate_regulator,2,True,True,Enzyme,False,False,True,True,6,1,GIVOSIRAN,True,False,False,
INO80,candidate_regulator,2,True,True,Transcription factor,False,False,False,False,0,0,,True,False,False,
IWS1,candidate_regulator,2,True,True,Transcription factor,False,False,False,False,0,0,,True,False,False,
KAT7,candidate_regulator,2,True,True,Other/unclassified,False,False,False,False,0,0,,True,False,False,
MED1,candidate_regulator,2,True,True,Transcription factor,False,False,False,False,0,0,,True,False,False,
MED23,candidate_regulator,2,True,True,Transcription factor,False,False,False,False,0,0,,True,False,False,
MLYCD,candidate_regulator,2,True,True,Enzyme,True,False,False,False,0,0,,True,False,False,
MYO9A,candidate_regulator,2,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
PARS2,candidate_regulator,2,True,True,Enzyme,False,False,False,False,0,0,,True,False,False,
PGK1,candidate_regulator,2,True,True,Kinase,False,False,True,True,1,1,LAMIVUDINE,True,False,False,
PGS1,candidate_regulator,2,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
PHF23,candidate_regulator,2,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
POLDIP3,candidate_regulator,2,True,True,Kinase,False,False,False,False,0,0,,True,False,False,
PPHLN1,candidate_regulator,2,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
PTPN1,candidate_regulator,2,True,True,Kinase,True,False,True,True,25,2,"INSULIN, REGULAR, HUMAN|TILUDRONIC ACID",True,False,False,
SLC25A51,candidate_regulator,2,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
SLC31A1,candidate_regulator,2,True,True,Transporter,False,False,True,True,1,1,CARBOPLATIN,True,False,False,
SRSF11,candidate_regulator,2,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
TIPRL,candidate_regulator,2,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
TRAF3,candidate_regulator,2,True,True,Kinase,False,True,False,False,0,0,,True,False,False,
TUFM,candidate_regulator,2,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
TWNK,candidate_regulator,2,True,True,Enzyme,False,False,False,False,0,0,,True,False,False,
USO1,candidate_regulator,2,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
VEZT,candidate_regulator,2,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
VPS41,candidate_regulator,2,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
WASF2,candidate_regulator,2,True,True,Kinase,False,False,False,False,0,0,,True,False,False,
XRCC2,candidate_regulator,2,True,True,Other/unclassified,False,True,False,False,0,0,,True,False,False,
ZNF710,candidate_regulator,2,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
ACAD11,candidate_regulator,1,True,True,Enzyme,False,False,False,False,0,0,,True,False,False,
ALG8,candidate_regulator,1,True,True,Enzyme,False,False,False,False,0,0,,True,False,False,
ALKBH2,candidate_regulator,1,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
ANKRD49,candidate_regulator,1,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
ARPC2,candidate_regulator,1,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
ARPC3,candidate_regulator,1,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
ATF7IP2,candidate_regulator,1,True,True,Transcription factor,False,False,False,False,0,0,,True,False,False,
BCL3,candidate_regulator,1,True,True,Other/unclassified,False,True,True,False,13,0,"22R-HYDROXYCHOLESTEROL|24(S), 25-EPOXYCHOLESTEROL|24(S)-HYDROXYCHOLESTEROL|27-HYDROXYCHOLESTEROL|ACETYL-PODOCARPIC DIMER|AZ12260493",True,False,False,
BLZF1,candidate_regulator,1,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
BPTF,candidate_regulator,1,True,True,Transcription factor,False,False,False,False,0,0,,True,False,False,
BRAT1,candidate_regulator,1,True,True,Kinase,False,False,False,False,0,0,,True,False,False,
BRMS1,candidate_regulator,1,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
BRPF1,candidate_regulator,1,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
CCDC93,candidate_regulator,1,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
CCNQ,candidate_regulator,1,True,True,Kinase,False,False,False,False,0,0,,True,False,False,
CDK13,candidate_regulator,1,True,True,Kinase,True,False,True,False,5,0,AT-7519|AZD5438|CDK12 INHIBITOR 2|PHA-793887|RONICICLIB,True,False,False,
CNOT11,candidate_regulator,1,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
COMMD10,candidate_regulator,1,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
COX4I1,candidate_regulator,1,True,True,Enzyme,False,False,True,False,1,0,COMPOUND 9 [PMID: 11606127],True,False,False,
CYC1,candidate_regulator,1,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
DCAKD,candidate_regulator,1,True,True,Kinase,False,False,False,False,0,0,,True,False,False,
DCP2,candidate_regulator,1,True,False,Other/unclassified,False,False,False,False,0,0,,True,False,False,
